,round_1,round_2,round_3
variant_17225,4.0,6.0,4.0
variant_17226,4.0,0.0,0.0
variant_17227,1.0,0.0,0.0
variant_17228,1.0,0.0,0.0
variant_17229,1.0,0.0,0.0
variant_17230,3.0,6.0,0.0
variant_17231,7.0,1.0,0.0
variant_17232,7.0,0.0,0.0
variant_17233,1.0,0.0,0.0
variant_17234,1.0,0.0,0.0
variant_17235,1.0,1.0,0.0
variant_17236,2.0,2.0,0.0
variant_17237,7.0,10.0,6.0
variant_17238,1.0,0.0,0.0
variant_17239,5.0,12.0,1.0
variant_17240,6.0,0.0,0.0
variant_17241,1.0,0.0,0.0
variant_17242,1.0,0.0,0.0
variant_17243,12.0,17.0,12.0
variant_17244,1.0,0.0,0.0
variant_17245,3.0,14.0,0.0
variant_17246,1.0,0.0,0.0
variant_17247,1.0,0.0,0.0
variant_17248,18.0,4.0,0.0
variant_17249,3.0,5.0,1.0
variant_17250,4.0,16.0,2.0
variant_17251,6.0,0.0,0.0
variant_17252,1.0,0.0,0.0
variant_17253,8.0,0.0,0.0
variant_17254,4.0,0.0,0.0
variant_17255,1.0,3.0,1.0
variant_17256,3.0,45.0,52.0
variant_17257,9.0,3.0,0.0
variant_17258,6.0,22.0,8.0
variant_17259,5.0,4.0,1.0
variant_17260,9.0,0.0,0.0
variant_17261,10.0,43.0,20.0
variant_17262,1.0,0.0,0.0
variant_17263,7.0,3.0,0.0
variant_17264,1.0,0.0,0.0
variant_17265,1.0,0.0,0.0
variant_17266,2.0,0.0,0.0
variant_17267,11.0,3.0,0.0
variant_17268,13.0,0.0,0.0
variant_17269,4.0,0.0,0.0
variant_17270,5.0,9.0,0.0
variant_17271,1.0,0.0,0.0
variant_17272,7.0,9.0,3.0
variant_17273,1.0,0.0,0.0
variant_17274,5.0,3.0,0.0
variant_17275,10.0,14.0,4.0
variant_17276,7.0,7.0,0.0
variant_17277,4.0,2.0,0.0
variant_17278,1.0,1.0,0.0
variant_17279,1.0,0.0,0.0
variant_17280,4.0,0.0,0.0
variant_17281,1.0,2.0,0.0
variant_17282,2.0,0.0,0.0
variant_17283,1.0,0.0,0.0
variant_17284,11.0,0.0,0.0
variant_17285,1.0,5.0,1.0
variant_17286,1.0,0.0,0.0
variant_17287,3.0,0.0,0.0
variant_17288,2.0,0.0,0.0
variant_17289,11.0,1.0,0.0
variant_17290,1.0,0.0,0.0
variant_17291,6.0,0.0,0.0
variant_17292,15.0,17.0,6.0
variant_17293,4.0,3.0,5.0
variant_17294,6.0,0.0,0.0
variant_17295,3.0,0.0,0.0
variant_17296,3.0,5.0,3.0
variant_17297,1.0,0.0,0.0
variant_17298,1.0,0.0,0.0
variant_17299,4.0,0.0,0.0
variant_17300,14.0,5.0,1.0
variant_17301,1.0,0.0,0.0
variant_17302,5.0,0.0,0.0
variant_17303,20.0,21.0,3.0
variant_17304,1.0,0.0,0.0
variant_17305,3.0,0.0,0.0
variant_17306,2.0,1.0,0.0
variant_17307,4.0,0.0,0.0
variant_17308,1.0,0.0,0.0
variant_17309,1.0,0.0,0.0
variant_17310,1.0,0.0,0.0
variant_17311,6.0,0.0,0.0
variant_17312,1.0,0.0,0.0
variant_17313,8.0,0.0,0.0
variant_17314,7.0,0.0,0.0
variant_17315,3.0,6.0,4.0
variant_17316,7.0,4.0,3.0
variant_17317,2.0,0.0,0.0
variant_17318,1.0,0.0,0.0
variant_17319,1.0,0.0,0.0
variant_17320,3.0,0.0,0.0
variant_17321,5.0,0.0,0.0
variant_17322,5.0,14.0,8.0
variant_17323,9.0,6.0,1.0
variant_17324,1.0,0.0,0.0
variant_17325,61.0,19.0,0.0
variant_17326,4.0,12.0,1.0
variant_17327,1.0,0.0,0.0
variant_17328,15.0,2.0,0.0
variant_17329,1.0,3.0,0.0
variant_17330,1.0,0.0,0.0
variant_17331,1.0,0.0,0.0
variant_17332,13.0,8.0,6.0
variant_17333,6.0,1.0,7.0
variant_17334,2.0,0.0,0.0
variant_17335,3.0,0.0,0.0
variant_17336,2.0,0.0,0.0
variant_17337,4.0,0.0,0.0
variant_17338,6.0,20.0,5.0
variant_17339,4.0,18.0,2.0
variant_17340,1.0,3.0,0.0
variant_17341,4.0,3.0,0.0
variant_17342,11.0,5.0,0.0
variant_17343,3.0,6.0,0.0
variant_17344,1.0,0.0,0.0
variant_17345,4.0,0.0,0.0
variant_17346,3.0,9.0,0.0
variant_17347,6.0,3.0,0.0
variant_17348,9.0,4.0,0.0
variant_17349,1.0,0.0,0.0
variant_17350,13.0,1.0,1.0
variant_17351,3.0,0.0,0.0
variant_17352,7.0,0.0,0.0
variant_17353,1.0,0.0,0.0
variant_17354,7.0,1.0,0.0
variant_17355,2.0,3.0,0.0
variant_17356,1.0,0.0,0.0
variant_17357,1.0,0.0,0.0
variant_17358,9.0,2.0,0.0
variant_17359,1.0,1.0,0.0
variant_17360,14.0,21.0,7.0
variant_17361,7.0,18.0,0.0
variant_17362,4.0,3.0,0.0
variant_17363,3.0,4.0,0.0
variant_17364,8.0,0.0,0.0
variant_17365,15.0,0.0,0.0
variant_17366,10.0,6.0,3.0
variant_17367,1.0,0.0,0.0
variant_17368,5.0,0.0,0.0
variant_17369,10.0,17.0,4.0
variant_17370,6.0,0.0,3.0
variant_17371,6.0,3.0,0.0
variant_17372,1.0,1.0,1.0
variant_17373,2.0,7.0,0.0
variant_17374,2.0,2.0,0.0
variant_17375,9.0,0.0,0.0
variant_17376,10.0,4.0,0.0
variant_17377,6.0,2.0,0.0
variant_17378,11.0,13.0,0.0
variant_17379,8.0,0.0,0.0
variant_17380,6.0,0.0,0.0
variant_17381,1.0,0.0,0.0
variant_17382,6.0,2.0,0.0
variant_17383,2.0,6.0,0.0
variant_17384,2.0,0.0,0.0
variant_17385,1.0,0.0,0.0
variant_17386,1.0,0.0,0.0
variant_17387,1.0,0.0,0.0
variant_17388,13.0,11.0,2.0
variant_17389,3.0,4.0,0.0
variant_17390,6.0,9.0,0.0
variant_17391,1.0,0.0,0.0
variant_17392,1.0,0.0,0.0
variant_17393,4.0,0.0,0.0
variant_17394,9.0,3.0,0.0
variant_17395,15.0,0.0,0.0
variant_17396,4.0,0.0,0.0
variant_17397,11.0,10.0,0.0
variant_17398,5.0,2.0,0.0
variant_17399,6.0,1.0,0.0
variant_17400,34.0,13.0,6.0
variant_17401,1.0,0.0,0.0
variant_17402,7.0,0.0,0.0
variant_17403,7.0,0.0,0.0
variant_17404,1.0,0.0,0.0
variant_17405,10.0,13.0,6.0
variant_17406,11.0,10.0,0.0
variant_17407,2.0,0.0,0.0
variant_17408,9.0,9.0,1.0
variant_17409,14.0,47.0,17.0
variant_17410,1.0,0.0,0.0
variant_17411,27.0,5.0,0.0
variant_17412,2.0,0.0,0.0
variant_17413,14.0,11.0,0.0
variant_17414,1.0,0.0,0.0
variant_17415,5.0,4.0,0.0
variant_17416,4.0,0.0,0.0
variant_17417,8.0,0.0,0.0
variant_17418,2.0,4.0,0.0
variant_17419,4.0,7.0,1.0
variant_17420,11.0,0.0,0.0
variant_17421,7.0,0.0,0.0
variant_17422,3.0,0.0,0.0
variant_17423,7.0,11.0,0.0
variant_17424,3.0,0.0,0.0
variant_17425,7.0,1.0,1.0
variant_17426,8.0,11.0,0.0
variant_17427,4.0,1.0,0.0
variant_17428,4.0,1.0,0.0
variant_17429,3.0,0.0,0.0
variant_17430,1.0,0.0,0.0
variant_17431,9.0,0.0,0.0
variant_17432,6.0,5.0,4.0
variant_17433,8.0,0.0,0.0
variant_17434,4.0,1.0,3.0
variant_17435,4.0,0.0,0.0
variant_17436,1.0,0.0,0.0
variant_17437,8.0,5.0,1.0
variant_17438,3.0,0.0,0.0
variant_17439,5.0,0.0,0.0
variant_17440,9.0,0.0,0.0
variant_17441,3.0,0.0,0.0
variant_17442,9.0,0.0,0.0
variant_17443,1.0,0.0,0.0
variant_17444,3.0,0.0,0.0
variant_17445,3.0,1.0,1.0
variant_17446,1.0,0.0,0.0
variant_17447,10.0,0.0,0.0
variant_17448,14.0,20.0,13.0
variant_17449,4.0,1.0,0.0
variant_17450,5.0,1.0,0.0
variant_17451,11.0,0.0,0.0
variant_17452,6.0,2.0,2.0
variant_17453,1.0,1.0,0.0
variant_17454,9.0,2.0,0.0
variant_17455,3.0,9.0,1.0
variant_17456,2.0,0.0,0.0
variant_17457,5.0,0.0,0.0
variant_17458,3.0,16.0,0.0
variant_17459,16.0,13.0,3.0
variant_17460,6.0,10.0,2.0
variant_17461,1.0,0.0,0.0
variant_17462,8.0,1.0,0.0
variant_17463,1.0,0.0,0.0
variant_17464,6.0,1.0,0.0
variant_17465,11.0,0.0,0.0
variant_17466,12.0,0.0,0.0
variant_17467,7.0,8.0,1.0
variant_17468,5.0,1.0,0.0
variant_17469,2.0,0.0,0.0
variant_17470,1.0,0.0,0.0
variant_17471,4.0,0.0,0.0
variant_17472,1.0,0.0,0.0
variant_17473,5.0,7.0,4.0
variant_17474,13.0,0.0,0.0
variant_17475,14.0,2.0,0.0
variant_17476,1.0,0.0,0.0
variant_17477,1.0,0.0,0.0
variant_17478,5.0,0.0,0.0
variant_17479,2.0,0.0,0.0
variant_17480,2.0,0.0,0.0
variant_17481,3.0,0.0,0.0
variant_17482,4.0,0.0,0.0
variant_17483,6.0,1.0,0.0
variant_17484,6.0,17.0,0.0
variant_17485,6.0,0.0,0.0
variant_17486,8.0,5.0,1.0
variant_17487,2.0,9.0,0.0
variant_17488,3.0,2.0,3.0
variant_17489,5.0,2.0,0.0
variant_17490,14.0,19.0,19.0
variant_17491,1.0,4.0,4.0
variant_17492,3.0,5.0,0.0
variant_17493,9.0,0.0,0.0
variant_17494,1.0,0.0,0.0
variant_17495,1.0,0.0,0.0
variant_17496,2.0,0.0,0.0
variant_17497,13.0,1.0,0.0
variant_17498,1.0,0.0,0.0
variant_17499,1.0,0.0,0.0
variant_17500,3.0,0.0,0.0
variant_17501,6.0,0.0,0.0
variant_17502,1.0,0.0,0.0
variant_17503,15.0,2.0,0.0
variant_17504,11.0,0.0,0.0
variant_17505,2.0,0.0,0.0
variant_17506,7.0,1.0,0.0
variant_17507,2.0,0.0,0.0
variant_17508,1.0,0.0,0.0
variant_17509,1.0,0.0,0.0
variant_17510,23.0,21.0,6.0
variant_17511,15.0,22.0,3.0
variant_17512,3.0,1.0,0.0
variant_17513,20.0,1.0,0.0
variant_17514,1.0,0.0,0.0
variant_17515,4.0,1.0,0.0
variant_17516,8.0,18.0,7.0
variant_17517,8.0,0.0,0.0
variant_17518,1.0,13.0,4.0
variant_17519,13.0,29.0,13.0
variant_17520,1.0,0.0,0.0
variant_17521,15.0,18.0,0.0
variant_17522,1.0,0.0,0.0
variant_17523,1.0,0.0,0.0
variant_17524,1.0,0.0,0.0
variant_17525,4.0,0.0,0.0
variant_17526,13.0,1.0,2.0
variant_17527,16.0,3.0,1.0
variant_17528,7.0,2.0,0.0
variant_17529,14.0,0.0,0.0
variant_17530,1.0,0.0,0.0
variant_17531,12.0,13.0,0.0
variant_17532,1.0,0.0,0.0
variant_17533,1.0,0.0,0.0
variant_17534,4.0,0.0,0.0
variant_17535,1.0,3.0,0.0
variant_17536,8.0,9.0,1.0
variant_17537,11.0,11.0,1.0
variant_17538,9.0,15.0,3.0
variant_17539,1.0,0.0,0.0
variant_17540,4.0,11.0,1.0
variant_17541,15.0,0.0,0.0
variant_17542,5.0,1.0,0.0
variant_17543,10.0,2.0,3.0
variant_17544,6.0,0.0,0.0
variant_17545,4.0,0.0,0.0
variant_17546,7.0,26.0,12.0
variant_17547,1.0,0.0,0.0
variant_17548,15.0,5.0,0.0
variant_17549,1.0,0.0,0.0
variant_17550,7.0,9.0,1.0
variant_17551,7.0,0.0,0.0
variant_17552,2.0,0.0,0.0
variant_17553,1.0,0.0,0.0
variant_17554,12.0,13.0,5.0
variant_17555,1.0,0.0,0.0
variant_17556,3.0,0.0,0.0
variant_17557,8.0,8.0,2.0
variant_17558,1.0,0.0,0.0
variant_17559,1.0,0.0,0.0
variant_17560,7.0,0.0,0.0
variant_17561,6.0,8.0,1.0
variant_17562,1.0,0.0,0.0
variant_17563,12.0,5.0,3.0
variant_17564,7.0,2.0,0.0
variant_17565,9.0,8.0,2.0
variant_17566,1.0,0.0,0.0
variant_17567,8.0,0.0,0.0
variant_17568,18.0,45.0,32.0
variant_17569,8.0,0.0,0.0
variant_17570,1.0,0.0,0.0
variant_17571,18.0,3.0,0.0
variant_17572,2.0,7.0,1.0
variant_17573,1.0,0.0,0.0
variant_17574,4.0,0.0,0.0
variant_17575,5.0,6.0,0.0
variant_17576,5.0,0.0,0.0
variant_17577,5.0,14.0,7.0
variant_17578,6.0,0.0,0.0
variant_17579,4.0,0.0,0.0
variant_17580,1.0,0.0,1.0
variant_17581,11.0,9.0,0.0
variant_17582,3.0,2.0,0.0
variant_17583,7.0,0.0,0.0
variant_17584,4.0,0.0,1.0
variant_17585,13.0,7.0,0.0
variant_17586,2.0,4.0,7.0
variant_17587,2.0,2.0,0.0
variant_17588,1.0,0.0,0.0
variant_17589,5.0,3.0,0.0
variant_17590,6.0,0.0,0.0
variant_17591,6.0,33.0,9.0
variant_17592,1.0,0.0,0.0
variant_17593,1.0,0.0,0.0
variant_17594,1.0,0.0,0.0
variant_17595,2.0,0.0,0.0
variant_17596,4.0,6.0,0.0
variant_17597,3.0,0.0,0.0
variant_17598,7.0,18.0,5.0
variant_17599,1.0,2.0,0.0
variant_17600,1.0,0.0,0.0
variant_17601,2.0,3.0,1.0
variant_17602,5.0,4.0,3.0
variant_17603,3.0,4.0,0.0
variant_17604,1.0,0.0,0.0
variant_17605,3.0,0.0,0.0
variant_17606,6.0,4.0,1.0
variant_17607,2.0,0.0,0.0
variant_17608,14.0,6.0,1.0
variant_17609,1.0,0.0,1.0
variant_17610,1.0,0.0,0.0
variant_17611,44.0,11.0,0.0
variant_17612,1.0,19.0,2.0
variant_17613,1.0,0.0,1.0
variant_17614,7.0,0.0,0.0
variant_17615,1.0,23.0,0.0
variant_17616,4.0,16.0,14.0
variant_17617,6.0,2.0,0.0
variant_17618,6.0,7.0,0.0
variant_17619,5.0,0.0,0.0
variant_17620,9.0,0.0,0.0
variant_17621,7.0,0.0,0.0
variant_17622,7.0,0.0,0.0
variant_17623,4.0,10.0,3.0
variant_17624,10.0,0.0,0.0
variant_17625,10.0,24.0,5.0
variant_17626,14.0,10.0,9.0
variant_17627,11.0,8.0,4.0
variant_17628,2.0,0.0,0.0
variant_17629,1.0,0.0,0.0
variant_17630,1.0,0.0,0.0
variant_17631,3.0,0.0,0.0
variant_17632,2.0,2.0,2.0
variant_17633,12.0,22.0,1.0
variant_17634,6.0,7.0,0.0
variant_17635,14.0,10.0,2.0
variant_17636,2.0,6.0,2.0
variant_17637,6.0,45.0,27.0
variant_17638,9.0,5.0,1.0
variant_17639,1.0,16.0,1.0
variant_17640,7.0,2.0,0.0
variant_17641,5.0,1.0,0.0
variant_17642,1.0,0.0,0.0
variant_17643,1.0,0.0,0.0
variant_17644,8.0,0.0,0.0
variant_17645,5.0,0.0,0.0
variant_17646,1.0,0.0,0.0
variant_17647,3.0,0.0,0.0
variant_17648,2.0,0.0,0.0
variant_17649,1.0,1.0,0.0
variant_17650,10.0,3.0,0.0
variant_17651,5.0,0.0,0.0
variant_17652,1.0,0.0,0.0
variant_17653,4.0,6.0,0.0
variant_17654,6.0,0.0,0.0
variant_17655,12.0,0.0,0.0
variant_17656,6.0,0.0,0.0
variant_17657,6.0,1.0,0.0
variant_17658,6.0,8.0,0.0
variant_17659,1.0,0.0,0.0
variant_17660,6.0,0.0,0.0
variant_17661,4.0,0.0,0.0
variant_17662,3.0,3.0,0.0
variant_17663,1.0,0.0,0.0
variant_17664,1.0,3.0,4.0
variant_17665,7.0,13.0,0.0
variant_17666,13.0,5.0,0.0
variant_17667,10.0,4.0,0.0
variant_17668,7.0,2.0,0.0
variant_17669,1.0,0.0,0.0
variant_17670,6.0,0.0,0.0
variant_17671,3.0,12.0,0.0
variant_17672,10.0,18.0,2.0
variant_17673,6.0,8.0,1.0
variant_17674,1.0,0.0,0.0
variant_17675,4.0,0.0,0.0
variant_17676,9.0,18.0,0.0
variant_17677,11.0,42.0,2.0
variant_17678,1.0,0.0,0.0
variant_17679,1.0,1.0,0.0
variant_17680,27.0,21.0,1.0
variant_17681,3.0,0.0,0.0
variant_17682,2.0,7.0,2.0
variant_17683,1.0,7.0,0.0
variant_17684,1.0,0.0,0.0
variant_17685,1.0,0.0,0.0
variant_17686,17.0,7.0,0.0
variant_17687,1.0,0.0,0.0
variant_17688,4.0,3.0,0.0
variant_17689,3.0,3.0,0.0
variant_17690,5.0,4.0,0.0
variant_17691,4.0,0.0,0.0
variant_17692,1.0,0.0,0.0
variant_17693,1.0,1.0,0.0
variant_17694,6.0,0.0,0.0
variant_17695,1.0,0.0,0.0
variant_17696,5.0,9.0,0.0
variant_17697,3.0,0.0,0.0
variant_17698,9.0,1.0,0.0
variant_17699,1.0,5.0,0.0
variant_17700,133.0,34.0,3.0
variant_17701,4.0,2.0,0.0
variant_17702,13.0,21.0,3.0
variant_17703,12.0,71.0,21.0
variant_17704,8.0,1.0,0.0
variant_17705,9.0,5.0,0.0
variant_17706,8.0,0.0,0.0
variant_17707,8.0,2.0,0.0
variant_17708,2.0,0.0,0.0
variant_17709,1.0,0.0,0.0
variant_17710,5.0,13.0,7.0
variant_17711,8.0,9.0,3.0
variant_17712,12.0,22.0,10.0
variant_17713,4.0,1.0,0.0
variant_17714,3.0,0.0,0.0
variant_17715,1.0,1.0,0.0
variant_17716,4.0,1.0,0.0
variant_17717,2.0,0.0,0.0
variant_17718,1.0,0.0,0.0
variant_17719,2.0,0.0,0.0
variant_17720,2.0,0.0,0.0
variant_17721,2.0,0.0,0.0
variant_17722,1.0,0.0,0.0
variant_17723,5.0,1.0,0.0
variant_17724,3.0,0.0,0.0
variant_17725,10.0,27.0,5.0
variant_17726,1.0,0.0,0.0
variant_17727,1.0,0.0,0.0
variant_17728,1.0,0.0,0.0
variant_17729,1.0,0.0,0.0
variant_17730,6.0,0.0,0.0
variant_17731,11.0,10.0,1.0
variant_17732,4.0,0.0,0.0
variant_17733,6.0,0.0,0.0
variant_17734,4.0,0.0,0.0
variant_17735,5.0,0.0,0.0
variant_17736,4.0,0.0,0.0
variant_17737,6.0,0.0,0.0
variant_17738,1.0,0.0,0.0
variant_17739,1.0,0.0,0.0
variant_17740,18.0,4.0,1.0
variant_17741,4.0,6.0,2.0
variant_17742,1.0,3.0,0.0
variant_17743,6.0,1.0,0.0
variant_17744,11.0,3.0,5.0
variant_17745,1.0,0.0,0.0
variant_17746,1.0,0.0,0.0
variant_17747,1.0,0.0,0.0
variant_17748,11.0,0.0,0.0
variant_17749,2.0,0.0,0.0
variant_17750,5.0,31.0,23.0
variant_17751,2.0,0.0,0.0
variant_17752,1.0,0.0,0.0
variant_17753,16.0,14.0,10.0
variant_17754,5.0,0.0,0.0
variant_17755,5.0,10.0,1.0
variant_17756,5.0,5.0,1.0
variant_17757,8.0,7.0,3.0
variant_17758,1.0,0.0,0.0
variant_17759,4.0,0.0,0.0
variant_17760,4.0,7.0,0.0
variant_17761,6.0,6.0,1.0
variant_17762,3.0,0.0,0.0
variant_17763,5.0,0.0,0.0
variant_17764,4.0,0.0,0.0
variant_17765,1.0,0.0,0.0
variant_17766,4.0,7.0,1.0
variant_17767,1.0,0.0,0.0
variant_17768,7.0,0.0,0.0
variant_17769,16.0,0.0,0.0
variant_17770,1.0,0.0,0.0
variant_17771,10.0,0.0,0.0
variant_17772,5.0,0.0,0.0
variant_17773,8.0,2.0,0.0
variant_17774,1.0,0.0,0.0
variant_17775,1.0,0.0,1.0
variant_17776,7.0,19.0,16.0
variant_17777,1.0,0.0,0.0
variant_17778,3.0,13.0,6.0
variant_17779,6.0,0.0,0.0
variant_17780,1.0,0.0,0.0
variant_17781,2.0,9.0,2.0
variant_17782,10.0,3.0,0.0
variant_17783,21.0,10.0,5.0
variant_17784,11.0,0.0,0.0
variant_17785,7.0,1.0,1.0
variant_17786,1.0,1.0,0.0
variant_17787,1.0,0.0,0.0
variant_17788,49.0,4.0,0.0
variant_17789,1.0,0.0,0.0
variant_17790,11.0,0.0,0.0
variant_17791,7.0,0.0,0.0
variant_17792,1.0,0.0,0.0
variant_17793,11.0,11.0,0.0
variant_17794,13.0,3.0,0.0
variant_17795,8.0,1.0,1.0
variant_17796,1.0,1.0,0.0
variant_17797,16.0,2.0,3.0
variant_17798,12.0,2.0,0.0
variant_17799,7.0,4.0,1.0
variant_17800,13.0,3.0,0.0
variant_17801,1.0,0.0,0.0
variant_17802,1.0,0.0,0.0
variant_17803,7.0,31.0,14.0
variant_17804,1.0,0.0,0.0
variant_17805,10.0,4.0,0.0
variant_17806,7.0,51.0,29.0
variant_17807,8.0,1.0,0.0
variant_17808,3.0,0.0,0.0
variant_17809,1.0,0.0,0.0
variant_17810,3.0,2.0,2.0
variant_17811,1.0,0.0,0.0
variant_17812,5.0,4.0,0.0
variant_17813,1.0,0.0,0.0
variant_17814,1.0,0.0,0.0
variant_17815,6.0,0.0,0.0
variant_17816,2.0,0.0,0.0
variant_17817,1.0,0.0,0.0
variant_17818,2.0,8.0,5.0
variant_17819,1.0,0.0,0.0
variant_17820,2.0,0.0,0.0
variant_17821,6.0,2.0,1.0
variant_17822,1.0,0.0,0.0
variant_17823,1.0,0.0,0.0
variant_17824,1.0,0.0,0.0
variant_17825,4.0,6.0,2.0
variant_17826,1.0,0.0,1.0
variant_17827,1.0,0.0,0.0
variant_17828,1.0,0.0,0.0
variant_17829,11.0,10.0,0.0
variant_17830,8.0,0.0,0.0
variant_17831,1.0,0.0,0.0
variant_17832,1.0,0.0,0.0
variant_17833,11.0,38.0,10.0
variant_17834,1.0,0.0,0.0
variant_17835,1.0,1.0,0.0
variant_17836,2.0,1.0,0.0
variant_17837,16.0,4.0,2.0
variant_17838,1.0,0.0,0.0
variant_17839,1.0,0.0,0.0
variant_17840,1.0,5.0,1.0
variant_17841,2.0,0.0,0.0
variant_17842,10.0,7.0,2.0
variant_17843,14.0,22.0,4.0
variant_17844,8.0,5.0,2.0
variant_17845,11.0,0.0,0.0
variant_17846,4.0,0.0,0.0
variant_17847,3.0,0.0,0.0
variant_17848,1.0,0.0,0.0
variant_17849,2.0,0.0,0.0
variant_17850,1.0,0.0,0.0
variant_17851,9.0,8.0,0.0
variant_17852,5.0,6.0,0.0
variant_17853,2.0,11.0,2.0
variant_17854,1.0,0.0,0.0
variant_17855,6.0,6.0,1.0
variant_17856,1.0,11.0,1.0
variant_17857,18.0,6.0,0.0
variant_17858,1.0,1.0,0.0
variant_17859,3.0,1.0,0.0
variant_17860,7.0,14.0,3.0
variant_17861,3.0,0.0,0.0
variant_17862,1.0,0.0,0.0
variant_17863,1.0,0.0,0.0
variant_17864,7.0,9.0,0.0
variant_17865,5.0,0.0,0.0
variant_17866,1.0,1.0,5.0
variant_17867,2.0,4.0,0.0
variant_17868,1.0,1.0,0.0
variant_17869,4.0,8.0,10.0
variant_17870,3.0,0.0,0.0
variant_17871,1.0,0.0,0.0
variant_17872,15.0,9.0,0.0
variant_17873,1.0,0.0,0.0
variant_17874,5.0,2.0,0.0
variant_17875,5.0,0.0,0.0
variant_17876,2.0,3.0,0.0
variant_17877,1.0,0.0,0.0
variant_17878,1.0,1.0,0.0
variant_17879,6.0,20.0,3.0
variant_17880,1.0,4.0,0.0
variant_17881,2.0,18.0,8.0
variant_17882,14.0,5.0,0.0
variant_17883,21.0,0.0,0.0
variant_17884,7.0,11.0,0.0
variant_17885,6.0,0.0,0.0
variant_17886,5.0,10.0,5.0
variant_17887,1.0,2.0,0.0
variant_17888,1.0,0.0,0.0
variant_17889,2.0,0.0,0.0
variant_17890,1.0,0.0,0.0
variant_17891,10.0,0.0,0.0
variant_17892,4.0,6.0,4.0
variant_17893,1.0,0.0,0.0
variant_17894,1.0,0.0,0.0
variant_17895,3.0,1.0,0.0
variant_17896,4.0,4.0,0.0
variant_17897,2.0,0.0,0.0
variant_17898,1.0,0.0,0.0
variant_17899,8.0,0.0,0.0
variant_17900,8.0,0.0,0.0
variant_17901,1.0,0.0,0.0
variant_17902,5.0,5.0,1.0
variant_17903,12.0,3.0,0.0
variant_17904,10.0,4.0,0.0
variant_17905,19.0,0.0,0.0
variant_17906,4.0,8.0,0.0
variant_17907,1.0,0.0,0.0
variant_17908,1.0,0.0,0.0
variant_17909,3.0,2.0,0.0
variant_17910,3.0,0.0,0.0
variant_17911,2.0,0.0,0.0
variant_17912,10.0,25.0,6.0
variant_17913,1.0,0.0,0.0
variant_17914,1.0,0.0,0.0
variant_17915,7.0,0.0,0.0
variant_17916,5.0,11.0,1.0
variant_17917,2.0,0.0,0.0
variant_17918,19.0,38.0,9.0
variant_17919,1.0,0.0,0.0
variant_17920,9.0,0.0,0.0
variant_17921,8.0,0.0,0.0
variant_17922,3.0,0.0,0.0
variant_17923,9.0,0.0,0.0
variant_17924,2.0,0.0,0.0
variant_17925,5.0,9.0,0.0
variant_17926,9.0,0.0,0.0
variant_17927,8.0,8.0,0.0
variant_17928,4.0,0.0,0.0
variant_17929,11.0,2.0,0.0
variant_17930,7.0,0.0,0.0
variant_17931,6.0,0.0,0.0
variant_17932,9.0,0.0,0.0
variant_17933,15.0,5.0,0.0
variant_17934,8.0,3.0,0.0
variant_17935,18.0,46.0,7.0
variant_17936,5.0,6.0,0.0
variant_17937,12.0,17.0,7.0
variant_17938,1.0,0.0,0.0
variant_17939,10.0,5.0,7.0
variant_17940,9.0,11.0,1.0
variant_17941,1.0,3.0,0.0
variant_17942,6.0,7.0,0.0
variant_17943,5.0,3.0,0.0
variant_17944,1.0,0.0,0.0
variant_17945,1.0,0.0,0.0
variant_17946,6.0,0.0,0.0
variant_17947,1.0,4.0,0.0
variant_17948,1.0,0.0,0.0
variant_17949,6.0,0.0,0.0
variant_17950,1.0,17.0,12.0
variant_17951,2.0,11.0,0.0
variant_17952,19.0,2.0,0.0
variant_17953,5.0,1.0,0.0
variant_17954,2.0,0.0,0.0
variant_17955,1.0,2.0,0.0
variant_17956,1.0,0.0,0.0
variant_17957,2.0,0.0,0.0
variant_17958,2.0,0.0,0.0
variant_17959,3.0,8.0,0.0
variant_17960,4.0,0.0,0.0
variant_17961,2.0,3.0,0.0
variant_17962,12.0,0.0,0.0
variant_17963,2.0,0.0,0.0
variant_17964,7.0,0.0,0.0
variant_17965,1.0,0.0,0.0
variant_17966,28.0,27.0,4.0
variant_17967,1.0,0.0,0.0
variant_17968,6.0,0.0,0.0
variant_17969,1.0,0.0,0.0
variant_17970,5.0,1.0,0.0
variant_17971,5.0,0.0,0.0
variant_17972,8.0,5.0,0.0
variant_17973,1.0,0.0,0.0
variant_17974,6.0,0.0,0.0
variant_17975,1.0,6.0,4.0
variant_17976,2.0,3.0,0.0
variant_17977,10.0,14.0,1.0
variant_17978,9.0,7.0,0.0
variant_17979,3.0,1.0,0.0
variant_17980,4.0,2.0,1.0
variant_17981,3.0,4.0,0.0
variant_17982,23.0,55.0,29.0
variant_17983,1.0,0.0,0.0
variant_17984,2.0,0.0,0.0
variant_17985,4.0,22.0,7.0
variant_17986,1.0,0.0,0.0
variant_17987,10.0,6.0,5.0
variant_17988,7.0,11.0,0.0
variant_17989,2.0,0.0,0.0
variant_17990,1.0,0.0,0.0
variant_17991,8.0,4.0,0.0
variant_17992,5.0,11.0,9.0
variant_17993,11.0,1.0,0.0
variant_17994,1.0,0.0,0.0
variant_17995,1.0,0.0,0.0
variant_17996,14.0,1.0,0.0
variant_17997,4.0,0.0,0.0
variant_17998,2.0,1.0,0.0
variant_17999,2.0,1.0,3.0
variant_18000,4.0,9.0,1.0
variant_18001,4.0,0.0,0.0
