,c_0,c_1,c_2,c_3,c_4,c_5
variant_18761,203.0,2.0,0.0,0.0,0.0,0.0
variant_18762,3.0,0.0,0.0,0.0,0.0,0.0
variant_18763,128.0,2.0,0.0,0.0,0.0,0.0
variant_18764,90.0,3.0,5.0,6.0,2.0,0.0
variant_18765,142.0,7.0,2.0,0.0,0.0,0.0
variant_18766,153.0,9.0,0.0,0.0,0.0,0.0
variant_18767,413.0,11.0,10.0,15.0,9.0,2.0
variant_18768,42.0,6.0,1.0,5.0,5.0,1.0
variant_18769,159.0,7.0,0.0,0.0,0.0,0.0
variant_18770,389.0,18.0,3.0,5.0,0.0,0.0
variant_18771,455.0,74.0,6.0,3.0,2.0,0.0
variant_18772,222.0,13.0,0.0,2.0,10.0,1.0
variant_18773,94.0,5.0,3.0,1.0,0.0,0.0
variant_18774,2159.0,894.0,641.0,2133.0,4117.0,3130.0
variant_18775,1210.0,354.0,266.0,614.0,840.0,421.0
variant_18776,5.0,0.0,0.0,0.0,0.0,0.0
variant_18777,618.0,232.0,174.0,403.0,612.0,401.0
variant_18778,153.0,94.0,55.0,150.0,291.0,156.0
variant_18779,399.0,54.0,60.0,76.0,128.0,58.0
variant_18780,207.0,42.0,17.0,39.0,38.0,5.0
variant_18781,112.0,9.0,2.0,11.0,5.0,3.0
variant_18782,1539.0,268.0,138.0,205.0,208.0,103.0
variant_18783,292.0,135.0,91.0,230.0,242.0,100.0
variant_18784,777.0,60.0,20.0,18.0,16.0,1.0
variant_18785,62.0,0.0,0.0,0.0,0.0,0.0
variant_18786,86.0,4.0,0.0,0.0,0.0,0.0
variant_18787,568.0,69.0,39.0,73.0,109.0,55.0
variant_18788,343.0,47.0,52.0,57.0,70.0,24.0
variant_18789,281.0,9.0,2.0,4.0,2.0,0.0
variant_18790,1306.0,419.0,188.0,392.0,449.0,250.0
variant_18791,83.0,17.0,2.0,3.0,6.0,0.0
variant_18792,646.0,292.0,280.0,742.0,973.0,588.0
variant_18793,246.0,15.0,0.0,0.0,0.0,0.0
variant_18794,23.0,0.0,0.0,0.0,0.0,0.0
variant_18795,1075.0,90.0,41.0,76.0,79.0,61.0
variant_18796,145.0,14.0,4.0,9.0,4.0,0.0
variant_18797,269.0,38.0,1.0,0.0,0.0,0.0
variant_18798,180.0,1.0,0.0,0.0,0.0,0.0
variant_18799,163.0,2.0,2.0,8.0,18.0,1.0
variant_18800,70.0,0.0,0.0,0.0,0.0,0.0
variant_18801,4084.0,1155.0,751.0,1833.0,2879.0,1528.0
variant_18802,99.0,50.0,9.0,43.0,39.0,3.0
variant_18803,97.0,7.0,1.0,0.0,0.0,0.0
variant_18804,617.0,227.0,215.0,447.0,896.0,531.0
variant_18805,393.0,46.0,22.0,24.0,20.0,2.0
variant_18806,2387.0,444.0,271.0,522.0,637.0,319.0
variant_18807,193.0,7.0,0.0,0.0,0.0,0.0
variant_18808,3147.0,1288.0,898.0,1951.0,3358.0,1780.0
variant_18809,70.0,2.0,3.0,8.0,14.0,7.0
variant_18810,106.0,15.0,1.0,0.0,5.0,0.0
variant_18811,1124.0,151.0,107.0,163.0,295.0,147.0
variant_18812,175.0,3.0,1.0,5.0,2.0,1.0
variant_18813,1980.0,642.0,639.0,1503.0,2575.0,1545.0
variant_18814,130.0,4.0,0.0,0.0,0.0,0.0
variant_18815,270.0,14.0,4.0,3.0,0.0,0.0
variant_18816,629.0,218.0,112.0,226.0,226.0,113.0
variant_18817,1459.0,534.0,357.0,675.0,966.0,542.0
variant_18818,199.0,55.0,52.0,59.0,21.0,25.0
variant_18819,705.0,77.0,12.0,5.0,4.0,2.0
variant_18820,49.0,2.0,0.0,0.0,0.0,0.0
variant_18821,65.0,2.0,0.0,0.0,0.0,0.0
variant_18822,383.0,42.0,3.0,0.0,0.0,0.0
variant_18823,148.0,5.0,0.0,0.0,0.0,0.0
variant_18824,1692.0,217.0,70.0,95.0,106.0,41.0
variant_18825,275.0,37.0,5.0,0.0,0.0,0.0
variant_18826,97.0,0.0,0.0,0.0,0.0,0.0
variant_18827,1495.0,243.0,88.0,200.0,268.0,120.0
variant_18828,363.0,51.0,7.0,6.0,6.0,1.0
variant_18829,4793.0,1942.0,1730.0,4870.0,9628.0,6472.0
variant_18830,2572.0,807.0,429.0,1199.0,1952.0,863.0
variant_18831,36.0,0.0,0.0,0.0,0.0,0.0
variant_18832,53.0,0.0,0.0,0.0,1.0,0.0
variant_18833,277.0,24.0,8.0,4.0,3.0,0.0
variant_18834,1209.0,426.0,405.0,972.0,1309.0,733.0
variant_18835,324.0,94.0,66.0,112.0,117.0,65.0
variant_18836,1148.0,519.0,347.0,794.0,1061.0,590.0
variant_18837,683.0,366.0,296.0,615.0,868.0,553.0
variant_18838,235.0,3.0,1.0,0.0,0.0,0.0
variant_18839,19.0,0.0,0.0,0.0,0.0,0.0
variant_18840,2668.0,742.0,443.0,873.0,1098.0,537.0
variant_18841,42.0,3.0,0.0,0.0,0.0,0.0
variant_18842,292.0,33.0,3.0,0.0,0.0,0.0
variant_18843,1425.0,500.0,322.0,586.0,824.0,511.0
variant_18844,82.0,24.0,9.0,25.0,31.0,17.0
variant_18845,341.0,145.0,74.0,121.0,143.0,55.0
variant_18846,444.0,144.0,124.0,195.0,229.0,98.0
variant_18847,144.0,3.0,0.0,0.0,0.0,0.0
variant_18848,90.0,4.0,4.0,2.0,0.0,0.0
variant_18849,450.0,126.0,78.0,107.0,137.0,78.0
variant_18850,451.0,156.0,72.0,119.0,116.0,19.0
variant_18851,120.0,9.0,1.0,0.0,0.0,0.0
variant_18852,587.0,273.0,201.0,450.0,836.0,567.0
variant_18853,124.0,11.0,4.0,0.0,0.0,0.0
variant_18854,775.0,189.0,115.0,182.0,373.0,200.0
variant_18855,2040.0,869.0,591.0,1351.0,1808.0,950.0
variant_18856,50.0,1.0,0.0,0.0,0.0,0.0
variant_18857,692.0,237.0,118.0,233.0,353.0,179.0
variant_18858,1477.0,194.0,125.0,182.0,165.0,78.0
variant_18859,333.0,161.0,99.0,161.0,289.0,106.0
variant_18860,341.0,34.0,18.0,17.0,28.0,9.0
variant_18861,200.0,51.0,22.0,21.0,29.0,21.0
variant_18862,2268.0,564.0,328.0,639.0,763.0,393.0
variant_18863,1181.0,438.0,467.0,1080.0,1223.0,853.0
variant_18864,35.0,1.0,0.0,0.0,0.0,0.0
variant_18865,29.0,0.0,0.0,0.0,0.0,0.0
variant_18866,621.0,282.0,143.0,259.0,361.0,158.0
variant_18867,10.0,0.0,0.0,0.0,0.0,0.0
variant_18868,287.0,53.0,14.0,22.0,19.0,19.0
variant_18869,362.0,67.0,14.0,32.0,22.0,3.0
variant_18870,11.0,0.0,0.0,0.0,0.0,0.0
variant_18871,494.0,99.0,45.0,129.0,140.0,62.0
variant_18872,51.0,0.0,0.0,0.0,0.0,0.0
variant_18873,438.0,133.0,97.0,131.0,134.0,36.0
variant_18874,295.0,29.0,11.0,10.0,3.0,0.0
variant_18875,306.0,26.0,0.0,2.0,2.0,0.0
variant_18876,90.0,17.0,6.0,1.0,2.0,0.0
variant_18877,601.0,42.0,6.0,14.0,13.0,13.0
variant_18878,406.0,468.0,410.0,1280.0,1922.0,1062.0
variant_18879,2052.0,437.0,218.0,456.0,496.0,272.0
variant_18880,117.0,0.0,0.0,0.0,0.0,0.0
variant_18881,35.0,2.0,0.0,0.0,0.0,0.0
variant_18882,441.0,251.0,262.0,577.0,723.0,270.0
variant_18883,82.0,17.0,1.0,0.0,0.0,0.0
variant_18884,19.0,0.0,0.0,0.0,0.0,0.0
variant_18885,75.0,3.0,0.0,0.0,1.0,8.0
variant_18886,194.0,8.0,3.0,5.0,0.0,0.0
variant_18887,74.0,1.0,0.0,0.0,0.0,0.0
variant_18888,180.0,14.0,1.0,0.0,0.0,0.0
variant_18889,399.0,27.0,8.0,2.0,4.0,0.0
variant_18890,104.0,6.0,1.0,0.0,0.0,0.0
variant_18891,115.0,5.0,0.0,0.0,0.0,0.0
variant_18892,68.0,0.0,0.0,0.0,0.0,0.0
variant_18893,309.0,89.0,32.0,26.0,27.0,11.0
variant_18894,2671.0,616.0,469.0,881.0,1176.0,607.0
variant_18895,1285.0,176.0,66.0,74.0,93.0,52.0
variant_18896,86.0,2.0,0.0,0.0,0.0,0.0
variant_18897,3221.0,870.0,508.0,1273.0,1648.0,800.0
variant_18898,255.0,42.0,25.0,11.0,3.0,6.0
variant_18899,1734.0,206.0,86.0,205.0,201.0,82.0
variant_18900,181.0,16.0,6.0,5.0,10.0,4.0
variant_18901,241.0,96.0,61.0,84.0,100.0,50.0
variant_18902,7.0,0.0,0.0,0.0,0.0,0.0
variant_18903,411.0,124.0,59.0,139.0,253.0,55.0
variant_18904,2092.0,407.0,219.0,448.0,519.0,210.0
variant_18905,1140.0,300.0,110.0,180.0,150.0,36.0
variant_18906,51.0,0.0,0.0,0.0,0.0,0.0
variant_18907,2157.0,249.0,169.0,235.0,279.0,155.0
variant_18908,65.0,8.0,1.0,0.0,0.0,0.0
variant_18909,341.0,172.0,119.0,194.0,293.0,131.0
variant_18910,1504.0,316.0,158.0,374.0,478.0,206.0
variant_18911,1304.0,396.0,288.0,688.0,1019.0,556.0
variant_18912,96.0,25.0,4.0,19.0,24.0,12.0
variant_18913,344.0,17.0,2.0,1.0,0.0,0.0
variant_18914,6.0,0.0,0.0,0.0,0.0,0.0
variant_18915,185.0,16.0,6.0,15.0,2.0,0.0
variant_18916,79.0,11.0,0.0,0.0,0.0,0.0
variant_18917,15.0,0.0,0.0,0.0,0.0,0.0
variant_18918,360.0,287.0,615.0,1901.0,6299.0,5325.0
variant_18919,72.0,3.0,0.0,0.0,0.0,0.0
variant_18920,201.0,200.0,126.0,414.0,541.0,404.0
variant_18921,1461.0,365.0,264.0,544.0,491.0,179.0
variant_18922,10.0,0.0,0.0,0.0,0.0,0.0
variant_18923,41.0,1.0,0.0,0.0,0.0,0.0
variant_18924,1730.0,308.0,125.0,215.0,251.0,101.0
variant_18925,133.0,24.0,8.0,2.0,0.0,0.0
variant_18926,2287.0,662.0,356.0,693.0,955.0,382.0
variant_18927,968.0,191.0,82.0,181.0,152.0,55.0
variant_18928,313.0,32.0,11.0,8.0,12.0,0.0
variant_18929,2036.0,351.0,144.0,291.0,438.0,296.0
variant_18930,181.0,6.0,0.0,1.0,0.0,0.0
variant_18931,280.0,22.0,12.0,4.0,8.0,2.0
variant_18932,1146.0,193.0,120.0,240.0,356.0,180.0
variant_18933,51.0,3.0,2.0,0.0,0.0,0.0
variant_18934,154.0,29.0,4.0,3.0,4.0,0.0
variant_18935,554.0,103.0,56.0,108.0,152.0,59.0
variant_18936,345.0,24.0,30.0,39.0,39.0,52.0
variant_18937,1034.0,206.0,207.0,389.0,424.0,262.0
variant_18938,1543.0,272.0,99.0,135.0,86.0,39.0
variant_18939,177.0,25.0,10.0,7.0,3.0,0.0
variant_18940,682.0,245.0,144.0,183.0,322.0,156.0
variant_18941,24.0,0.0,0.0,0.0,0.0,0.0
variant_18942,501.0,24.0,2.0,1.0,2.0,0.0
variant_18943,1443.0,234.0,105.0,171.0,238.0,100.0
variant_18944,213.0,4.0,4.0,1.0,0.0,0.0
variant_18945,626.0,44.0,23.0,15.0,7.0,2.0
variant_18946,485.0,13.0,0.0,0.0,0.0,0.0
variant_18947,456.0,264.0,197.0,433.0,558.0,273.0
variant_18948,906.0,113.0,62.0,60.0,60.0,16.0
variant_18949,798.0,211.0,95.0,126.0,119.0,56.0
variant_18950,1433.0,218.0,127.0,185.0,232.0,143.0
variant_18951,1398.0,192.0,55.0,115.0,78.0,43.0
variant_18952,904.0,222.0,139.0,201.0,269.0,167.0
variant_18953,715.0,309.0,204.0,395.0,572.0,285.0
variant_18954,976.0,290.0,202.0,445.0,835.0,456.0
variant_18955,191.0,25.0,4.0,1.0,0.0,0.0
variant_18956,706.0,289.0,125.0,395.0,441.0,203.0
variant_18957,112.0,47.0,15.0,56.0,79.0,6.0
variant_18958,920.0,123.0,21.0,56.0,51.0,28.0
variant_18959,2061.0,428.0,190.0,262.0,233.0,93.0
variant_18960,3431.0,1054.0,658.0,1255.0,1854.0,870.0
variant_18961,87.0,3.0,0.0,0.0,0.0,0.0
variant_18962,2925.0,399.0,178.0,417.0,402.0,173.0
variant_18963,1426.0,432.0,233.0,476.0,556.0,280.0
variant_18964,181.0,40.0,9.0,8.0,5.0,7.0
variant_18965,3.0,0.0,0.0,0.0,0.0,0.0
variant_18966,61.0,4.0,0.0,0.0,0.0,0.0
variant_18967,158.0,16.0,2.0,0.0,0.0,0.0
variant_18968,74.0,1.0,1.0,0.0,0.0,0.0
variant_18969,32.0,0.0,0.0,0.0,0.0,0.0
variant_18970,346.0,30.0,9.0,12.0,13.0,5.0
variant_18971,574.0,80.0,53.0,103.0,118.0,51.0
variant_18972,113.0,5.0,0.0,0.0,0.0,0.0
variant_18973,27.0,4.0,0.0,0.0,0.0,0.0
variant_18974,2026.0,421.0,140.0,155.0,129.0,46.0
variant_18975,2147.0,146.0,38.0,61.0,84.0,31.0
variant_18976,300.0,121.0,99.0,195.0,322.0,91.0
variant_18977,397.0,113.0,83.0,160.0,185.0,73.0
variant_18978,266.0,55.0,17.0,13.0,22.0,1.0
variant_18979,743.0,157.0,115.0,220.0,380.0,264.0
variant_18980,730.0,194.0,116.0,215.0,230.0,96.0
variant_18981,1437.0,142.0,42.0,91.0,122.0,47.0
variant_18982,162.0,30.0,9.0,17.0,8.0,8.0
variant_18983,41.0,1.0,0.0,0.0,0.0,0.0
variant_18984,2542.0,831.0,564.0,1295.0,1822.0,961.0
variant_18985,469.0,56.0,16.0,2.0,1.0,0.0
variant_18986,2116.0,167.0,31.0,40.0,9.0,6.0
variant_18987,1694.0,166.0,46.0,81.0,58.0,28.0
variant_18988,951.0,180.0,50.0,52.0,69.0,26.0
variant_18989,83.0,22.0,2.0,0.0,0.0,0.0
variant_18990,347.0,46.0,11.0,10.0,13.0,0.0
variant_18991,148.0,12.0,2.0,2.0,4.0,5.0
variant_18992,70.0,4.0,2.0,0.0,0.0,0.0
variant_18993,237.0,52.0,8.0,3.0,3.0,0.0
variant_18994,142.0,44.0,2.0,0.0,0.0,0.0
variant_18995,230.0,23.0,3.0,10.0,6.0,1.0
variant_18996,226.0,5.0,0.0,0.0,0.0,0.0
variant_18997,180.0,46.0,8.0,0.0,0.0,0.0
variant_18998,131.0,4.0,0.0,0.0,0.0,0.0
variant_18999,22.0,0.0,0.0,0.0,0.0,0.0
variant_19000,1547.0,191.0,45.0,39.0,41.0,20.0
variant_19001,377.0,51.0,18.0,25.0,16.0,14.0
variant_19002,170.0,67.0,58.0,99.0,137.0,46.0
variant_19003,282.0,57.0,22.0,21.0,35.0,13.0
variant_19004,1337.0,351.0,257.0,423.0,516.0,240.0
variant_19005,145.0,8.0,8.0,0.0,0.0,0.0
variant_19006,352.0,60.0,9.0,27.0,27.0,19.0
variant_19007,2355.0,470.0,182.0,200.0,272.0,126.0
variant_19008,505.0,196.0,99.0,143.0,201.0,92.0
variant_19009,574.0,78.0,18.0,18.0,18.0,3.0
variant_19010,634.0,235.0,120.0,159.0,253.0,105.0
variant_19011,315.0,233.0,168.0,507.0,805.0,425.0
variant_19012,1051.0,306.0,188.0,265.0,380.0,183.0
variant_19013,1027.0,271.0,144.0,265.0,310.0,152.0
variant_19014,82.0,4.0,2.0,0.0,0.0,0.0
variant_19015,723.0,99.0,38.0,59.0,39.0,13.0
variant_19016,1637.0,445.0,253.0,549.0,733.0,367.0
variant_19017,122.0,32.0,35.0,80.0,119.0,48.0
variant_19018,1752.0,710.0,468.0,1300.0,1696.0,928.0
variant_19019,53.0,0.0,0.0,0.0,0.0,0.0
variant_19020,621.0,103.0,79.0,112.0,150.0,43.0
variant_19021,2481.0,563.0,408.0,851.0,1175.0,631.0
variant_19022,799.0,216.0,150.0,210.0,207.0,76.0
variant_19023,115.0,21.0,1.0,0.0,0.0,0.0
variant_19024,46.0,1.0,0.0,0.0,0.0,0.0
variant_19025,45.0,1.0,0.0,0.0,0.0,0.0
variant_19026,62.0,2.0,0.0,0.0,0.0,0.0
variant_19027,85.0,12.0,2.0,20.0,27.0,6.0
variant_19028,113.0,36.0,15.0,11.0,4.0,1.0
variant_19029,118.0,4.0,7.0,4.0,4.0,0.0
variant_19030,704.0,317.0,188.0,541.0,761.0,386.0
variant_19031,2279.0,522.0,306.0,540.0,640.0,361.0
variant_19032,875.0,198.0,135.0,317.0,434.0,164.0
variant_19033,198.0,9.0,0.0,0.0,0.0,0.0
variant_19034,2492.0,592.0,259.0,518.0,663.0,284.0
variant_19035,184.0,26.0,6.0,0.0,1.0,0.0
variant_19036,956.0,151.0,84.0,117.0,76.0,31.0
variant_19037,2819.0,621.0,333.0,729.0,1113.0,838.0
variant_19038,322.0,32.0,6.0,19.0,15.0,21.0
variant_19039,23.0,1.0,0.0,0.0,0.0,0.0
variant_19040,297.0,37.0,8.0,5.0,3.0,1.0
variant_19041,1989.0,494.0,285.0,603.0,822.0,271.0
variant_19042,502.0,169.0,77.0,264.0,426.0,263.0
variant_19043,1074.0,293.0,183.0,435.0,707.0,429.0
variant_19044,318.0,32.0,16.0,16.0,23.0,13.0
variant_19045,7.0,0.0,0.0,0.0,0.0,0.0
variant_19046,206.0,18.0,10.0,30.0,18.0,5.0
variant_19047,60.0,1.0,0.0,0.0,0.0,0.0
variant_19048,112.0,39.0,17.0,5.0,0.0,0.0
variant_19049,83.0,10.0,1.0,0.0,0.0,0.0
variant_19050,57.0,4.0,0.0,0.0,0.0,0.0
variant_19051,190.0,20.0,1.0,6.0,2.0,0.0
variant_19052,80.0,17.0,13.0,25.0,26.0,5.0
variant_19053,188.0,113.0,67.0,65.0,114.0,21.0
variant_19054,94.0,1.0,2.0,0.0,0.0,0.0
variant_19055,2319.0,595.0,312.0,555.0,637.0,333.0
variant_19056,126.0,4.0,0.0,0.0,0.0,0.0
variant_19057,147.0,36.0,2.0,12.0,16.0,8.0
variant_19058,375.0,117.0,52.0,126.0,164.0,67.0
variant_19059,93.0,13.0,1.0,7.0,7.0,0.0
variant_19060,328.0,21.0,3.0,3.0,0.0,0.0
variant_19061,1035.0,202.0,69.0,211.0,164.0,129.0
variant_19062,705.0,144.0,55.0,156.0,217.0,107.0
variant_19063,104.0,9.0,2.0,9.0,3.0,0.0
variant_19064,670.0,128.0,74.0,123.0,154.0,76.0
variant_19065,172.0,3.0,1.0,2.0,4.0,0.0
variant_19066,241.0,25.0,13.0,20.0,56.0,15.0
variant_19067,455.0,29.0,0.0,0.0,0.0,0.0
variant_19068,243.0,27.0,5.0,9.0,6.0,4.0
variant_19069,460.0,90.0,14.0,42.0,25.0,17.0
variant_19070,174.0,21.0,3.0,2.0,5.0,0.0
variant_19071,73.0,12.0,6.0,0.0,0.0,0.0
variant_19072,1377.0,439.0,221.0,457.0,680.0,410.0
variant_19073,817.0,163.0,84.0,181.0,132.0,39.0
variant_19074,250.0,7.0,0.0,0.0,0.0,0.0
variant_19075,80.0,5.0,8.0,2.0,0.0,0.0
variant_19076,179.0,28.0,23.0,44.0,27.0,7.0
variant_19077,829.0,437.0,490.0,1215.0,1755.0,1314.0
variant_19078,653.0,43.0,41.0,51.0,48.0,21.0
variant_19079,1122.0,169.0,126.0,189.0,204.0,75.0
variant_19080,84.0,11.0,0.0,0.0,0.0,0.0
variant_19081,128.0,1.0,0.0,0.0,0.0,0.0
variant_19082,423.0,77.0,22.0,36.0,56.0,8.0
variant_19083,897.0,283.0,239.0,459.0,707.0,565.0
variant_19084,180.0,35.0,10.0,8.0,0.0,5.0
variant_19085,208.0,18.0,8.0,9.0,0.0,0.0
variant_19086,526.0,88.0,77.0,128.0,133.0,98.0
variant_19087,999.0,213.0,76.0,116.0,178.0,207.0
variant_19088,1275.0,392.0,295.0,361.0,516.0,277.0
variant_19089,725.0,32.0,2.0,0.0,0.0,0.0
variant_19090,206.0,75.0,14.0,10.0,37.0,13.0
variant_19091,819.0,198.0,60.0,125.0,166.0,81.0
variant_19092,620.0,52.0,9.0,30.0,32.0,5.0
variant_19093,426.0,49.0,7.0,4.0,0.0,0.0
variant_19094,106.0,2.0,2.0,2.0,0.0,0.0
variant_19095,1712.0,283.0,140.0,220.0,268.0,113.0
variant_19096,52.0,0.0,0.0,0.0,0.0,0.0
variant_19097,729.0,208.0,151.0,219.0,300.0,172.0
variant_19098,1435.0,142.0,59.0,54.0,76.0,17.0
variant_19099,467.0,125.0,68.0,125.0,105.0,69.0
variant_19100,492.0,58.0,1.0,1.0,0.0,0.0
variant_19101,1326.0,494.0,262.0,589.0,821.0,515.0
variant_19102,310.0,14.0,12.0,8.0,9.0,2.0
variant_19103,802.0,59.0,11.0,32.0,33.0,15.0
variant_19104,270.0,76.0,14.0,53.0,45.0,12.0
variant_19105,366.0,70.0,54.0,93.0,98.0,32.0
variant_19106,189.0,21.0,2.0,11.0,6.0,3.0
variant_19107,458.0,26.0,0.0,0.0,0.0,0.0
variant_19108,554.0,26.0,6.0,11.0,14.0,5.0
variant_19109,1904.0,202.0,45.0,69.0,53.0,20.0
variant_19110,125.0,5.0,0.0,0.0,0.0,0.0
variant_19111,145.0,16.0,0.0,0.0,0.0,0.0
variant_19112,523.0,91.0,30.0,39.0,28.0,3.0
variant_19113,312.0,8.0,1.0,0.0,0.0,0.0
variant_19114,399.0,70.0,22.0,35.0,24.0,7.0
variant_19115,637.0,41.0,0.0,6.0,1.0,1.0
variant_19116,710.0,94.0,44.0,69.0,53.0,37.0
variant_19117,111.0,26.0,7.0,6.0,13.0,20.0
variant_19118,363.0,54.0,10.0,15.0,3.0,0.0
variant_19119,1350.0,238.0,229.0,500.0,750.0,429.0
variant_19120,839.0,460.0,394.0,796.0,1347.0,824.0
variant_19121,224.0,67.0,7.0,5.0,0.0,0.0
variant_19122,288.0,10.0,0.0,0.0,0.0,0.0
variant_19123,687.0,248.0,146.0,236.0,311.0,108.0
variant_19124,576.0,115.0,59.0,124.0,127.0,34.0
variant_19125,183.0,12.0,0.0,2.0,0.0,0.0
variant_19126,293.0,102.0,45.0,57.0,66.0,44.0
variant_19127,153.0,28.0,7.0,15.0,2.0,0.0
variant_19128,3585.0,977.0,526.0,842.0,907.0,374.0
variant_19129,860.0,237.0,57.0,79.0,82.0,25.0
variant_19130,417.0,122.0,77.0,145.0,213.0,46.0
variant_19131,548.0,40.0,5.0,27.0,20.0,7.0
variant_19132,229.0,49.0,25.0,47.0,33.0,20.0
variant_19133,77.0,0.0,0.0,0.0,1.0,0.0
variant_19134,116.0,11.0,0.0,0.0,0.0,0.0
variant_19135,69.0,0.0,0.0,0.0,0.0,0.0
variant_19136,2260.0,362.0,202.0,422.0,666.0,364.0
variant_19137,30.0,0.0,0.0,0.0,0.0,0.0
variant_19138,619.0,184.0,147.0,250.0,380.0,221.0
variant_19139,51.0,0.0,0.0,0.0,0.0,0.0
variant_19140,309.0,76.0,42.0,62.0,69.0,51.0
variant_19141,246.0,26.0,1.0,0.0,0.0,0.0
variant_19142,126.0,13.0,1.0,0.0,0.0,0.0
variant_19143,13.0,1.0,0.0,0.0,0.0,0.0
variant_19144,25.0,0.0,0.0,0.0,0.0,0.0
variant_19145,145.0,8.0,3.0,1.0,4.0,2.0
variant_19146,147.0,5.0,0.0,0.0,0.0,0.0
variant_19147,156.0,110.0,58.0,49.0,45.0,20.0
variant_19148,4.0,0.0,0.0,0.0,0.0,0.0
variant_19149,55.0,1.0,1.0,0.0,0.0,0.0
variant_19150,32.0,0.0,0.0,0.0,0.0,0.0
variant_19151,425.0,371.0,260.0,576.0,1032.0,514.0
variant_19152,135.0,2.0,0.0,0.0,0.0,0.0
variant_19153,257.0,51.0,20.0,77.0,146.0,69.0
variant_19154,298.0,34.0,8.0,13.0,6.0,3.0
variant_19155,138.0,14.0,8.0,38.0,32.0,12.0
variant_19156,300.0,49.0,21.0,51.0,40.0,14.0
variant_19157,134.0,11.0,0.0,0.0,0.0,0.0
variant_19158,203.0,19.0,8.0,1.0,6.0,0.0
variant_19159,1351.0,221.0,89.0,209.0,211.0,103.0
variant_19160,84.0,2.0,0.0,0.0,0.0,0.0
variant_19161,91.0,0.0,0.0,0.0,0.0,0.0
variant_19162,425.0,71.0,11.0,13.0,20.0,4.0
variant_19163,103.0,0.0,0.0,0.0,0.0,0.0
variant_19164,114.0,0.0,0.0,0.0,0.0,0.0
variant_19165,171.0,2.0,0.0,0.0,0.0,0.0
variant_19166,61.0,0.0,0.0,0.0,0.0,0.0
variant_19167,86.0,1.0,0.0,0.0,0.0,0.0
variant_19168,53.0,3.0,0.0,0.0,0.0,0.0
variant_19169,60.0,4.0,0.0,0.0,0.0,0.0
variant_19170,119.0,4.0,1.0,0.0,0.0,0.0
variant_19171,480.0,33.0,4.0,6.0,7.0,0.0
variant_19172,589.0,198.0,100.0,182.0,162.0,83.0
variant_19173,148.0,36.0,3.0,0.0,0.0,0.0
variant_19174,27.0,0.0,0.0,0.0,0.0,0.0
variant_19175,37.0,0.0,0.0,0.0,0.0,0.0
variant_19176,77.0,6.0,2.0,0.0,0.0,0.0
variant_19177,186.0,11.0,7.0,4.0,1.0,0.0
variant_19178,555.0,136.0,90.0,296.0,397.0,110.0
variant_19179,203.0,5.0,1.0,0.0,0.0,0.0
variant_19180,360.0,80.0,75.0,133.0,119.0,47.0
variant_19181,228.0,106.0,22.0,32.0,31.0,5.0
variant_19182,150.0,12.0,5.0,3.0,0.0,0.0
variant_19183,60.0,7.0,4.0,0.0,0.0,0.0
variant_19184,1418.0,101.0,63.0,91.0,49.0,15.0
variant_19185,1020.0,351.0,230.0,321.0,444.0,166.0
variant_19186,53.0,0.0,0.0,0.0,0.0,0.0
variant_19187,700.0,77.0,26.0,25.0,37.0,9.0
variant_19188,1531.0,392.0,164.0,337.0,415.0,154.0
variant_19189,347.0,149.0,67.0,114.0,123.0,45.0
variant_19190,37.0,0.0,0.0,0.0,0.0,0.0
variant_19191,548.0,37.0,14.0,38.0,12.0,1.0
variant_19192,501.0,54.0,15.0,14.0,2.0,0.0
variant_19193,225.0,43.0,38.0,43.0,29.0,6.0
variant_19194,186.0,17.0,4.0,18.0,23.0,2.0
variant_19195,136.0,4.0,4.0,0.0,0.0,0.0
variant_19196,205.0,2.0,0.0,0.0,0.0,0.0
variant_19197,87.0,5.0,1.0,0.0,0.0,0.0
variant_19198,959.0,159.0,32.0,50.0,59.0,17.0
variant_19199,193.0,12.0,3.0,3.0,1.0,3.0
variant_19200,243.0,24.0,2.0,3.0,0.0,0.0
variant_19201,594.0,143.0,58.0,86.0,105.0,51.0
variant_19202,984.0,197.0,85.0,135.0,172.0,81.0
variant_19203,145.0,12.0,0.0,0.0,0.0,0.0
variant_19204,407.0,77.0,35.0,63.0,64.0,32.0
variant_19205,208.0,39.0,13.0,21.0,13.0,2.0
variant_19206,101.0,13.0,2.0,5.0,0.0,0.0
variant_19207,102.0,21.0,6.0,0.0,7.0,6.0
variant_19208,1071.0,278.0,170.0,505.0,676.0,333.0
variant_19209,957.0,298.0,142.0,290.0,291.0,121.0
variant_19210,2243.0,518.0,320.0,667.0,1069.0,542.0
variant_19211,1197.0,444.0,450.0,1260.0,1892.0,1239.0
variant_19212,825.0,147.0,50.0,72.0,37.0,23.0
variant_19213,18.0,1.0,0.0,0.0,1.0,1.0
variant_19214,214.0,26.0,1.0,0.0,0.0,0.0
variant_19215,32.0,0.0,0.0,0.0,0.0,0.0
variant_19216,298.0,57.0,33.0,109.0,123.0,135.0
variant_19217,184.0,16.0,4.0,2.0,3.0,0.0
variant_19218,597.0,71.0,23.0,36.0,25.0,8.0
variant_19219,1781.0,345.0,153.0,255.0,298.0,99.0
variant_19220,358.0,17.0,0.0,0.0,0.0,0.0
variant_19221,1958.0,541.0,250.0,544.0,672.0,425.0
