,c_0,c_18,c_37,c_45
variant_11921,240.0,32.0,103.0,59.0
variant_11922,562.0,78.0,109.0,95.0
variant_11923,498.0,54.0,175.0,167.0
variant_11924,5717.0,844.0,1216.0,1054.0
variant_11925,192.0,33.0,32.0,58.0
variant_11926,340.0,159.0,173.0,211.0
variant_11927,504.0,70.0,140.0,89.0
variant_11928,694.0,206.0,288.0,210.0
variant_11929,205.0,9.0,3.0,4.0
variant_11930,501.0,159.0,160.0,156.0
variant_11931,687.0,175.0,184.0,166.0
variant_11932,358.0,28.0,2.0,2.0
variant_11933,616.0,85.0,33.0,3.0
variant_11934,195.0,17.0,12.0,2.0
variant_11935,588.0,40.0,115.0,11.0
variant_11936,31.0,0.0,3.0,0.0
variant_11937,454.0,58.0,37.0,12.0
variant_11938,755.0,105.0,170.0,172.0
variant_11939,1224.0,263.0,397.0,302.0
variant_11940,213.0,68.0,114.0,89.0
variant_11941,118.0,18.0,24.0,8.0
variant_11942,351.0,38.0,99.0,50.0
variant_11943,21.0,0.0,11.0,8.0
variant_11944,103.0,31.0,50.0,22.0
variant_11945,40.0,4.0,0.0,0.0
variant_11946,402.0,73.0,53.0,49.0
variant_11947,281.0,15.0,10.0,4.0
variant_11948,1208.0,193.0,170.0,204.0
variant_11949,1755.0,335.0,462.0,416.0
variant_11950,1024.0,174.0,146.0,129.0
variant_11951,1622.0,365.0,610.0,364.0
variant_11952,141.0,24.0,10.0,0.0
variant_11953,86.0,21.0,50.0,27.0
variant_11954,645.0,52.0,66.0,17.0
variant_11955,1881.0,202.0,169.0,190.0
variant_11956,356.0,43.0,31.0,11.0
variant_11957,1945.0,522.0,572.0,512.0
variant_11958,315.0,49.0,11.0,10.0
variant_11959,226.0,29.0,2.0,6.0
variant_11960,89.0,1.0,8.0,0.0
variant_11961,432.0,59.0,18.0,2.0
variant_11962,211.0,13.0,11.0,4.0
variant_11963,151.0,19.0,9.0,8.0
variant_11964,16.0,4.0,0.0,0.0
variant_11965,203.0,43.0,27.0,24.0
variant_11966,88.0,3.0,0.0,3.0
variant_11967,151.0,58.0,36.0,61.0
variant_11968,71.0,1.0,61.0,19.0
variant_11969,113.0,14.0,9.0,7.0
variant_11970,101.0,16.0,0.0,8.0
variant_11971,413.0,49.0,114.0,160.0
variant_11972,594.0,58.0,49.0,10.0
variant_11973,429.0,47.0,91.0,162.0
variant_11974,843.0,0.0,0.0,0.0
variant_11975,3055.0,691.0,1065.0,875.0
variant_11976,306.0,117.0,181.0,113.0
variant_11977,354.0,120.0,127.0,150.0
variant_11978,564.0,159.0,397.0,317.0
variant_11979,263.0,7.0,5.0,3.0
variant_11980,773.0,75.0,133.0,92.0
variant_11981,751.0,90.0,104.0,66.0
variant_11982,4161.0,988.0,1587.0,1140.0
variant_11983,85.0,6.0,0.0,9.0
variant_11984,270.0,97.0,125.0,66.0
variant_11985,1124.0,197.0,226.0,151.0
variant_11986,206.0,14.0,26.0,0.0
variant_11987,188.0,14.0,4.0,5.0
variant_11988,353.0,58.0,7.0,36.0
variant_11989,146.0,6.0,1.0,0.0
variant_11990,130.0,8.0,7.0,0.0
variant_11991,192.0,14.0,0.0,1.0
variant_11992,1075.0,149.0,242.0,158.0
variant_11993,385.0,69.0,10.0,15.0
variant_11994,347.0,69.0,105.0,33.0
variant_11995,57.0,3.0,1.0,0.0
variant_11996,470.0,76.0,62.0,114.0
variant_11997,154.0,16.0,8.0,0.0
variant_11998,82.0,8.0,0.0,0.0
variant_11999,2069.0,381.0,452.0,461.0
variant_12000,414.0,64.0,35.0,21.0
variant_12001,254.0,31.0,6.0,16.0
variant_12002,1334.0,207.0,500.0,321.0
variant_12003,281.0,21.0,3.0,1.0
variant_12004,192.0,9.0,71.0,56.0
variant_12005,310.0,55.0,75.0,45.0
variant_12006,175.0,7.0,0.0,1.0
variant_12007,202.0,61.0,45.0,58.0
variant_12008,89.0,58.0,83.0,37.0
variant_12009,104.0,24.0,39.0,48.0
variant_12010,813.0,204.0,176.0,136.0
variant_12011,9.0,2.0,0.0,0.0
variant_12012,432.0,78.0,89.0,133.0
variant_12013,175.0,41.0,33.0,14.0
variant_12014,104.0,28.0,38.0,15.0
variant_12015,65.0,0.0,6.0,0.0
variant_12016,260.0,29.0,10.0,15.0
variant_12017,149.0,8.0,14.0,5.0
variant_12018,143.0,67.0,43.0,36.0
variant_12019,204.0,16.0,22.0,0.0
variant_12020,300.0,56.0,15.0,4.0
variant_12021,106.0,21.0,35.0,56.0
variant_12022,648.0,116.0,224.0,179.0
variant_12023,231.0,30.0,80.0,31.0
variant_12024,840.0,109.0,153.0,142.0
variant_12025,602.0,127.0,140.0,126.0
variant_12026,821.0,115.0,100.0,129.0
variant_12027,108.0,13.0,0.0,4.0
variant_12028,11.0,2.0,8.0,1.0
variant_12029,259.0,45.0,9.0,12.0
variant_12030,710.0,46.0,31.0,11.0
variant_12031,2209.0,462.0,637.0,461.0
variant_12032,101.0,6.0,0.0,0.0
variant_12033,720.0,100.0,155.0,77.0
variant_12034,352.0,108.0,150.0,148.0
variant_12035,1319.0,238.0,275.0,204.0
variant_12036,9515.0,1516.0,1936.0,1705.0
variant_12037,263.0,69.0,46.0,7.0
variant_12038,792.0,169.0,222.0,202.0
variant_12039,52.0,4.0,0.0,0.0
variant_12040,656.0,137.0,147.0,162.0
variant_12041,1072.0,247.0,479.0,316.0
variant_12042,222.0,16.0,9.0,1.0
variant_12043,286.0,15.0,80.0,43.0
variant_12044,156.0,0.0,13.0,12.0
variant_12045,362.0,40.0,38.0,21.0
variant_12046,120.0,25.0,22.0,38.0
variant_12047,319.0,84.0,135.0,226.0
variant_12048,156.0,59.0,23.0,30.0
variant_12049,27.0,1.0,4.0,2.0
variant_12050,365.0,29.0,74.0,117.0
variant_12051,313.0,8.0,1.0,5.0
variant_12052,294.0,46.0,30.0,44.0
variant_12053,31.0,6.0,9.0,0.0
variant_12054,121.0,37.0,23.0,46.0
variant_12055,245.0,33.0,7.0,4.0
variant_12056,639.0,176.0,223.0,273.0
variant_12057,210.0,41.0,12.0,11.0
variant_12058,455.0,24.0,7.0,9.0
variant_12059,2515.0,575.0,675.0,497.0
variant_12060,921.0,119.0,159.0,108.0
variant_12061,1683.0,344.0,573.0,373.0
variant_12062,102.0,0.0,11.0,2.0
variant_12063,899.0,84.0,108.0,95.0
variant_12064,621.0,124.0,274.0,130.0
variant_12065,421.0,30.0,126.0,86.0
variant_12066,578.0,106.0,54.0,89.0
variant_12067,197.0,22.0,9.0,8.0
variant_12068,573.0,147.0,109.0,120.0
variant_12069,1121.0,259.0,333.0,299.0
variant_12070,364.0,47.0,14.0,14.0
variant_12071,233.0,9.0,3.0,1.0
variant_12072,752.0,101.0,89.0,92.0
variant_12073,614.0,98.0,72.0,38.0
variant_12074,548.0,48.0,42.0,28.0
variant_12075,62.0,6.0,0.0,0.0
variant_12076,4148.0,844.0,1163.0,1015.0
variant_12077,299.0,24.0,0.0,24.0
variant_12078,199.0,24.0,34.0,8.0
variant_12079,249.0,17.0,14.0,17.0
variant_12080,21.0,3.0,13.0,5.0
variant_12081,1238.0,233.0,272.0,306.0
variant_12082,571.0,48.0,17.0,22.0
variant_12083,738.0,118.0,103.0,120.0
variant_12084,716.0,81.0,85.0,33.0
variant_12085,51.0,7.0,0.0,0.0
variant_12086,53.0,16.0,21.0,24.0
variant_12087,263.0,44.0,14.0,4.0
variant_12088,205.0,3.0,12.0,2.0
variant_12089,524.0,24.0,15.0,9.0
variant_12090,580.0,39.0,67.0,50.0
variant_12091,160.0,10.0,4.0,3.0
variant_12092,679.0,174.0,207.0,167.0
variant_12093,729.0,258.0,268.0,159.0
variant_12094,376.0,83.0,94.0,75.0
variant_12095,345.0,115.0,208.0,277.0
variant_12096,1170.0,226.0,187.0,140.0
variant_12097,1012.0,267.0,280.0,157.0
variant_12098,0.0,7.0,4.0,0.0
variant_12099,492.0,78.0,155.0,125.0
variant_12100,2278.0,355.0,505.0,439.0
variant_12101,223.0,19.0,5.0,6.0
variant_12102,61.0,0.0,0.0,0.0
variant_12103,210.0,7.0,48.0,25.0
variant_12104,4.0,19.0,0.0,1.0
variant_12105,98.0,9.0,0.0,3.0
variant_12106,172.0,7.0,0.0,0.0
variant_12107,285.0,60.0,45.0,40.0
variant_12108,1012.0,271.0,406.0,281.0
variant_12109,1038.0,124.0,118.0,145.0
variant_12110,773.0,92.0,40.0,59.0
variant_12111,2433.0,437.0,569.0,362.0
variant_12112,584.0,75.0,85.0,38.0
variant_12113,265.0,46.0,36.0,5.0
variant_12114,3273.0,559.0,571.0,607.0
variant_12115,127.0,3.0,17.0,2.0
variant_12116,6043.0,962.0,1353.0,1010.0
variant_12117,985.0,199.0,117.0,162.0
variant_12118,1104.0,305.0,464.0,353.0
variant_12119,358.0,62.0,18.0,20.0
variant_12120,203.0,50.0,24.0,45.0
variant_12121,95.0,7.0,4.0,0.0
variant_12122,256.0,8.0,0.0,2.0
variant_12123,235.0,21.0,20.0,6.0
variant_12124,225.0,11.0,0.0,2.0
variant_12125,265.0,44.0,30.0,23.0
variant_12126,1114.0,207.0,182.0,157.0
variant_12127,242.0,20.0,19.0,1.0
variant_12128,310.0,63.0,61.0,41.0
variant_12129,773.0,182.0,239.0,274.0
variant_12130,102.0,13.0,3.0,0.0
variant_12131,325.0,94.0,126.0,105.0
variant_12132,95.0,27.0,6.0,29.0
variant_12133,266.0,36.0,14.0,5.0
variant_12134,162.0,24.0,11.0,0.0
variant_12135,358.0,37.0,2.0,1.0
variant_12136,6469.0,815.0,615.0,618.0
variant_12137,668.0,72.0,46.0,66.0
variant_12138,63.0,0.0,0.0,0.0
variant_12139,84.0,0.0,0.0,0.0
variant_12140,1015.0,205.0,455.0,513.0
variant_12141,473.0,24.0,9.0,14.0
variant_12142,193.0,35.0,33.0,60.0
variant_12143,699.0,106.0,107.0,73.0
variant_12144,268.0,18.0,19.0,4.0
variant_12145,213.0,23.0,53.0,23.0
variant_12146,1636.0,248.0,221.0,164.0
variant_12147,136.0,1.0,1.0,2.0
variant_12148,129.0,18.0,40.0,40.0
variant_12149,1098.0,178.0,293.0,215.0
variant_12150,334.0,70.0,72.0,47.0
variant_12151,36.0,0.0,5.0,3.0
variant_12152,179.0,9.0,0.0,3.0
variant_12153,417.0,51.0,60.0,60.0
variant_12154,964.0,128.0,180.0,149.0
variant_12155,360.0,11.0,21.0,1.0
variant_12156,131.0,8.0,0.0,0.0
variant_12157,240.0,34.0,12.0,8.0
variant_12158,73.0,11.0,0.0,1.0
variant_12159,245.0,32.0,5.0,3.0
variant_12160,2643.0,326.0,392.0,346.0
variant_12161,254.0,7.0,15.0,2.0
variant_12162,152.0,46.0,62.0,72.0
variant_12163,179.0,21.0,30.0,12.0
variant_12164,54.0,22.0,6.0,1.0
variant_12165,53.0,5.0,5.0,30.0
variant_12166,456.0,101.0,96.0,97.0
variant_12167,32494.0,5233.0,5836.0,4787.0
variant_12168,1257.0,196.0,207.0,162.0
variant_12169,673.0,219.0,295.0,209.0
variant_12170,508.0,32.0,36.0,9.0
variant_12171,368.0,125.0,127.0,175.0
variant_12172,1838.0,397.0,430.0,333.0
variant_12173,805.0,70.0,1.0,1.0
variant_12174,165.0,30.0,27.0,24.0
variant_12175,45.0,16.0,0.0,0.0
variant_12176,457.0,134.0,169.0,107.0
variant_12177,248.0,10.0,5.0,1.0
variant_12178,7.0,0.0,0.0,0.0
variant_12179,348.0,68.0,43.0,9.0
variant_12180,1229.0,9.0,0.0,1.0
variant_12181,691.0,26.0,0.0,0.0
variant_12182,64.0,24.0,3.0,0.0
variant_12183,267.0,42.0,21.0,10.0
variant_12184,538.0,71.0,69.0,87.0
variant_12185,612.0,45.0,25.0,65.0
variant_12186,316.0,17.0,2.0,3.0
variant_12187,477.0,80.0,146.0,121.0
variant_12188,119.0,9.0,10.0,8.0
variant_12189,250.0,52.0,47.0,50.0
variant_12190,344.0,98.0,141.0,131.0
variant_12191,638.0,62.0,16.0,0.0
variant_12192,289.0,57.0,59.0,107.0
variant_12193,752.0,147.0,131.0,101.0
variant_12194,400.0,99.0,148.0,133.0
variant_12195,377.0,20.0,32.0,3.0
variant_12196,235.0,61.0,79.0,21.0
variant_12197,62.0,0.0,0.0,0.0
variant_12198,108.0,2.0,0.0,0.0
variant_12199,1378.0,137.0,188.0,167.0
variant_12200,441.0,85.0,303.0,261.0
variant_12201,55.0,0.0,8.0,0.0
variant_12202,232.0,11.0,5.0,3.0
variant_12203,640.0,95.0,196.0,181.0
variant_12204,63.0,3.0,5.0,3.0
variant_12205,714.0,134.0,130.0,146.0
variant_12206,1092.0,185.0,265.0,160.0
variant_12207,794.0,100.0,59.0,41.0
variant_12208,23.0,0.0,3.0,2.0
variant_12209,439.0,136.0,151.0,191.0
variant_12210,149.0,42.0,49.0,101.0
variant_12211,262.0,44.0,57.0,107.0
variant_12212,610.0,81.0,10.0,6.0
variant_12213,89.0,10.0,8.0,0.0
variant_12214,351.0,58.0,65.0,61.0
variant_12215,1246.0,217.0,345.0,319.0
variant_12216,772.0,98.0,25.0,17.0
variant_12217,264.0,44.0,18.0,31.0
variant_12218,103.0,27.0,40.0,52.0
variant_12219,796.0,101.0,81.0,42.0
variant_12220,58.0,7.0,8.0,6.0
variant_12221,115.0,4.0,0.0,0.0
variant_12222,122.0,4.0,1.0,0.0
variant_12223,1308.0,104.0,145.0,143.0
variant_12224,204.0,10.0,11.0,15.0
variant_12225,180.0,13.0,4.0,12.0
variant_12226,216.0,8.0,0.0,11.0
variant_12227,203.0,28.0,0.0,0.0
variant_12228,467.0,48.0,39.0,31.0
variant_12229,1105.0,194.0,76.0,97.0
variant_12230,1024.0,130.0,113.0,81.0
variant_12231,819.0,134.0,151.0,147.0
variant_12232,548.0,106.0,39.0,6.0
variant_12233,112.0,1.0,2.0,0.0
variant_12234,1018.0,154.0,155.0,208.0
variant_12235,822.0,171.0,362.0,259.0
variant_12236,200.0,23.0,29.0,18.0
variant_12237,344.0,60.0,152.0,114.0
variant_12238,170.0,11.0,10.0,2.0
variant_12239,605.0,116.0,219.0,190.0
variant_12240,741.0,44.0,70.0,87.0
variant_12241,46.0,1.0,9.0,0.0
variant_12242,452.0,115.0,208.0,88.0
variant_12243,25.0,2.0,0.0,4.0
variant_12244,889.0,240.0,266.0,350.0
variant_12245,1350.0,211.0,295.0,264.0
variant_12246,423.0,79.0,26.0,42.0
variant_12247,16.0,17.0,0.0,0.0
variant_12248,310.0,31.0,29.0,16.0
variant_12249,75.0,19.0,56.0,36.0
variant_12250,434.0,43.0,14.0,13.0
variant_12251,372.0,89.0,133.0,156.0
variant_12252,309.0,51.0,44.0,100.0
variant_12253,268.0,0.0,1.0,0.0
variant_12254,218.0,20.0,26.0,33.0
variant_12255,647.0,155.0,185.0,242.0
variant_12256,247.0,18.0,0.0,7.0
variant_12257,158.0,3.0,10.0,6.0
variant_12258,501.0,138.0,257.0,165.0
variant_12259,99.0,18.0,115.0,92.0
variant_12260,105.0,7.0,7.0,5.0
variant_12261,783.0,341.0,1402.0,1331.0
variant_12262,177.0,12.0,11.0,0.0
variant_12263,138.0,22.0,16.0,38.0
variant_12264,1529.0,305.0,446.0,503.0
variant_12265,1530.0,50.0,7.0,4.0
variant_12266,233.0,68.0,24.0,18.0
variant_12267,312.0,24.0,2.0,9.0
variant_12268,359.0,44.0,44.0,33.0
variant_12269,299.0,22.0,6.0,3.0
variant_12270,832.0,313.0,388.0,185.0
variant_12271,263.0,14.0,0.0,5.0
variant_12272,825.0,200.0,300.0,191.0
variant_12273,164.0,15.0,0.0,0.0
variant_12274,506.0,90.0,93.0,77.0
variant_12275,687.0,68.0,25.0,41.0
variant_12276,178.0,11.0,1.0,1.0
variant_12277,397.0,56.0,24.0,26.0
variant_12278,420.0,36.0,3.0,9.0
variant_12279,271.0,70.0,33.0,43.0
variant_12280,20.0,0.0,0.0,1.0
variant_12281,1084.0,26.0,0.0,3.0
variant_12282,272.0,47.0,179.0,76.0
variant_12283,473.0,119.0,239.0,127.0
variant_12284,416.0,21.0,7.0,12.0
variant_12285,1197.0,397.0,975.0,1034.0
variant_12286,964.0,129.0,331.0,237.0
variant_12287,443.0,148.0,32.0,51.0
variant_12288,272.0,9.0,0.0,3.0
variant_12289,36.0,8.0,0.0,4.0
variant_12290,419.0,40.0,104.0,71.0
variant_12291,693.0,42.0,0.0,0.0
variant_12292,996.0,149.0,198.0,159.0
variant_12293,42.0,0.0,2.0,0.0
variant_12294,49.0,0.0,5.0,0.0
variant_12295,9.0,0.0,0.0,0.0
variant_12296,339.0,15.0,0.0,4.0
variant_12297,357.0,94.0,137.0,66.0
variant_12298,30.0,2.0,2.0,0.0
variant_12299,306.0,7.0,28.0,20.0
variant_12300,3007.0,321.0,455.0,355.0
variant_12301,1029.0,32.0,12.0,3.0
variant_12302,306.0,56.0,64.0,79.0
variant_12303,85.0,5.0,13.0,0.0
variant_12304,136.0,9.0,0.0,3.0
variant_12305,65.0,0.0,17.0,4.0
variant_12306,7.0,22.0,8.0,3.0
variant_12307,552.0,122.0,320.0,218.0
variant_12308,493.0,98.0,34.0,114.0
variant_12309,183.0,25.0,6.0,0.0
variant_12310,719.0,136.0,147.0,119.0
variant_12311,1130.0,177.0,227.0,196.0
variant_12312,516.0,61.0,2.0,1.0
variant_12313,601.0,77.0,61.0,124.0
variant_12314,238.0,16.0,4.0,0.0
variant_12315,129.0,7.0,22.0,0.0
variant_12316,1264.0,127.0,104.0,54.0
variant_12317,28.0,0.0,0.0,0.0
variant_12318,1075.0,163.0,185.0,187.0
variant_12319,118.0,22.0,54.0,57.0
variant_12320,1119.0,176.0,224.0,161.0
variant_12321,718.0,41.0,5.0,2.0
variant_12322,64.0,4.0,0.0,0.0
variant_12323,78.0,7.0,11.0,7.0
variant_12324,259.0,34.0,10.0,12.0
variant_12325,601.0,12.0,4.0,2.0
variant_12326,579.0,46.0,78.0,93.0
variant_12327,474.0,112.0,170.0,141.0
variant_12328,411.0,66.0,28.0,24.0
variant_12329,96.0,11.0,0.0,0.0
variant_12330,445.0,3.0,5.0,3.0
variant_12331,951.0,144.0,159.0,162.0
variant_12332,505.0,31.0,47.0,50.0
variant_12333,1159.0,154.0,154.0,91.0
variant_12334,654.0,70.0,91.0,78.0
variant_12335,843.0,222.0,180.0,206.0
variant_12336,245.0,41.0,18.0,5.0
variant_12337,1876.0,311.0,433.0,404.0
variant_12338,748.0,171.0,191.0,129.0
variant_12339,674.0,111.0,251.0,184.0
variant_12340,543.0,79.0,77.0,67.0
variant_12341,417.0,72.0,18.0,14.0
variant_12342,2340.0,585.0,517.0,569.0
variant_12343,458.0,20.0,34.0,19.0
variant_12344,182.0,36.0,13.0,0.0
variant_12345,772.0,167.0,363.0,345.0
variant_12346,125.0,16.0,15.0,4.0
variant_12347,151.0,10.0,9.0,0.0
variant_12348,870.0,231.0,253.0,219.0
variant_12349,222.0,22.0,31.0,38.0
variant_12350,837.0,93.0,88.0,116.0
variant_12351,129.0,61.0,114.0,68.0
variant_12352,1713.0,163.0,320.0,291.0
variant_12353,659.0,75.0,79.0,49.0
variant_12354,291.0,37.0,6.0,16.0
variant_12355,904.0,212.0,326.0,354.0
variant_12356,476.0,97.0,96.0,103.0
variant_12357,1932.0,245.0,306.0,362.0
variant_12358,252.0,29.0,33.0,0.0
variant_12359,452.0,26.0,33.0,24.0
variant_12360,355.0,48.0,35.0,18.0
variant_12361,453.0,134.0,328.0,314.0
variant_12362,840.0,96.0,45.0,73.0
variant_12363,146.0,10.0,21.0,0.0
variant_12364,154.0,29.0,38.0,68.0
variant_12365,418.0,170.0,274.0,248.0
variant_12366,677.0,97.0,165.0,124.0
variant_12367,283.0,84.0,34.0,12.0
variant_12368,368.0,94.0,210.0,172.0
variant_12369,1476.0,295.0,304.0,262.0
variant_12370,3383.0,532.0,716.0,753.0
variant_12371,77.0,13.0,40.0,38.0
variant_12372,44.0,3.0,0.0,2.0
variant_12373,1097.0,162.0,447.0,360.0
variant_12374,240.0,162.0,421.0,365.0
variant_12375,2744.0,627.0,906.0,609.0
variant_12376,1033.0,82.0,96.0,12.0
variant_12377,719.0,96.0,158.0,138.0
variant_12378,170.0,3.0,12.0,9.0
variant_12379,130.0,21.0,9.0,1.0
variant_12380,164.0,19.0,27.0,3.0
variant_12381,1164.0,100.0,178.0,199.0
variant_12382,515.0,85.0,53.0,82.0
variant_12383,6.0,0.0,0.0,0.0
variant_12384,3175.0,773.0,1512.0,1389.0
variant_12385,698.0,71.0,264.0,210.0
variant_12386,93.0,4.0,25.0,30.0
variant_12387,419.0,45.0,105.0,66.0
variant_12388,175.0,30.0,24.0,34.0
variant_12389,155.0,19.0,16.0,12.0
variant_12390,342.0,39.0,6.0,5.0
variant_12391,1240.0,370.0,365.0,280.0
variant_12392,1699.0,248.0,243.0,198.0
variant_12393,1025.0,298.0,449.0,372.0
variant_12394,258.0,23.0,3.0,2.0
variant_12395,658.0,139.0,145.0,93.0
variant_12396,114.0,8.0,4.0,2.0
variant_12397,227.0,27.0,36.0,34.0
variant_12398,490.0,85.0,16.0,33.0
variant_12399,313.0,27.0,43.0,61.0
variant_12400,988.0,105.0,49.0,54.0
variant_12401,288.0,35.0,31.0,59.0
variant_12402,215.0,24.0,0.0,2.0
variant_12403,1662.0,165.0,115.0,129.0
variant_12404,445.0,47.0,16.0,0.0
variant_12405,1119.0,341.0,412.0,229.0
variant_12406,760.0,71.0,182.0,121.0
variant_12407,731.0,97.0,112.0,153.0
variant_12408,1945.0,387.0,653.0,505.0
variant_12409,1540.0,270.0,310.0,415.0
variant_12410,222.0,19.0,11.0,3.0
variant_12411,403.0,61.0,59.0,74.0
variant_12412,627.0,64.0,31.0,11.0
variant_12413,2221.0,432.0,462.0,418.0
variant_12414,446.0,90.0,139.0,147.0
variant_12415,981.0,182.0,391.0,260.0
variant_12416,497.0,74.0,114.0,112.0
variant_12417,1476.0,157.0,209.0,173.0
variant_12418,31.0,12.0,5.0,5.0
variant_12419,457.0,50.0,101.0,71.0
variant_12420,146.0,21.0,66.0,58.0
variant_12421,126.0,59.0,76.0,65.0
variant_12422,418.0,45.0,5.0,7.0
variant_12423,269.0,38.0,56.0,14.0
variant_12424,33.0,0.0,32.0,0.0
variant_12425,160.0,24.0,11.0,15.0
variant_12426,531.0,120.0,96.0,69.0
variant_12427,588.0,120.0,69.0,96.0
variant_12428,736.0,80.0,70.0,3.0
variant_12429,181.0,44.0,25.0,42.0
variant_12430,169.0,35.0,96.0,85.0
variant_12431,548.0,100.0,129.0,158.0
variant_12432,1299.0,275.0,293.0,295.0
variant_12433,160.0,11.0,0.0,0.0
variant_12434,1847.0,261.0,276.0,326.0
variant_12435,67.0,6.0,0.0,3.0
variant_12436,813.0,108.0,52.0,68.0
variant_12437,537.0,181.0,645.0,875.0
variant_12438,1811.0,207.0,339.0,194.0
variant_12439,300.0,106.0,172.0,135.0
variant_12440,1725.0,258.0,251.0,222.0
variant_12441,49.0,7.0,0.0,9.0
variant_12442,1137.0,139.0,123.0,149.0
variant_12443,188.0,33.0,6.0,4.0
variant_12444,122.0,3.0,14.0,2.0
variant_12445,304.0,19.0,16.0,41.0
variant_12446,9.0,4.0,0.0,0.0
variant_12447,257.0,63.0,36.0,24.0
variant_12448,466.0,84.0,100.0,138.0
variant_12449,420.0,41.0,25.0,31.0
variant_12450,32.0,6.0,22.0,6.0
variant_12451,1807.0,279.0,302.0,308.0
variant_12452,246.0,11.0,11.0,7.0
variant_12453,203.0,20.0,1.0,0.0
variant_12454,1055.0,277.0,330.0,233.0
variant_12455,322.0,50.0,112.0,78.0
variant_12456,2266.0,259.0,282.0,302.0
variant_12457,1633.0,369.0,714.0,550.0
variant_12458,336.0,20.0,17.0,7.0
variant_12459,140.0,31.0,2.0,5.0
variant_12460,1370.0,245.0,411.0,255.0
variant_12461,313.0,45.0,48.0,41.0
variant_12462,15.0,0.0,0.0,0.0
variant_12463,225.0,59.0,144.0,99.0
variant_12464,164.0,5.0,6.0,9.0
variant_12465,475.0,100.0,134.0,245.0
variant_12466,234.0,55.0,128.0,121.0
variant_12467,1158.0,274.0,351.0,260.0
variant_12468,332.0,65.0,80.0,54.0
variant_12469,741.0,89.0,155.0,188.0
variant_12470,161.0,25.0,139.0,110.0
variant_12471,1407.0,258.0,383.0,324.0
variant_12472,416.0,136.0,165.0,87.0
variant_12473,2746.0,435.0,690.0,588.0
variant_12474,169.0,32.0,3.0,37.0
variant_12475,691.0,117.0,158.0,136.0
variant_12476,1091.0,150.0,119.0,62.0
variant_12477,2478.0,378.0,566.0,416.0
variant_12478,77.0,0.0,1.0,0.0
variant_12479,275.0,32.0,11.0,14.0
variant_12480,209.0,36.0,48.0,48.0
variant_12481,391.0,61.0,76.0,50.0
variant_12482,23.0,0.0,0.0,0.0
variant_12483,403.0,77.0,18.0,3.0
variant_12484,177.0,73.0,169.0,212.0
variant_12485,4970.0,823.0,1287.0,1145.0
variant_12486,363.0,58.0,36.0,33.0
variant_12487,150.0,11.0,0.0,4.0
variant_12488,2570.0,519.0,649.0,477.0
variant_12489,1264.0,299.0,467.0,334.0
variant_12490,333.0,62.0,52.0,93.0
variant_12491,2477.0,467.0,756.0,499.0
variant_12492,1572.0,374.0,861.0,811.0
variant_12493,2046.0,489.0,809.0,702.0
variant_12494,79.0,64.0,154.0,151.0
variant_12495,154.0,43.0,3.0,11.0
variant_12496,236.0,41.0,61.0,20.0
variant_12497,121.0,16.0,21.0,10.0
variant_12498,56.0,1.0,0.0,2.0
variant_12499,374.0,35.0,29.0,47.0
variant_12500,658.0,178.0,188.0,235.0
variant_12501,117.0,8.0,21.0,7.0
variant_12502,279.0,32.0,32.0,30.0
variant_12503,1408.0,168.0,295.0,174.0
variant_12504,435.0,73.0,115.0,87.0
variant_12505,3126.0,478.0,563.0,530.0
variant_12506,184.0,23.0,2.0,0.0
variant_12507,4606.0,606.0,667.0,609.0
variant_12508,794.0,210.0,337.0,343.0
variant_12509,434.0,62.0,11.0,4.0
variant_12510,356.0,83.0,104.0,96.0
variant_12511,9.0,0.0,0.0,0.0
variant_12512,604.0,88.0,171.0,173.0
variant_12513,58.0,18.0,11.0,41.0
variant_12514,123.0,25.0,8.0,3.0
variant_12515,84.0,15.0,12.0,3.0
variant_12516,1689.0,233.0,259.0,282.0
variant_12517,288.0,99.0,128.0,105.0
variant_12518,1998.0,215.0,196.0,228.0
variant_12519,4288.0,570.0,934.0,778.0
variant_12520,657.0,128.0,362.0,309.0
variant_12521,22.0,3.0,0.0,0.0
variant_12522,41.0,9.0,7.0,11.0
variant_12523,4594.0,1199.0,1773.0,1689.0
variant_12524,81.0,0.0,21.0,14.0
variant_12525,600.0,143.0,244.0,292.0
variant_12526,828.0,239.0,525.0,643.0
variant_12527,11.0,0.0,0.0,0.0
variant_12528,546.0,172.0,294.0,314.0
variant_12529,897.0,135.0,376.0,280.0
variant_12530,193.0,4.0,9.0,13.0
variant_12531,75.0,13.0,0.0,3.0
variant_12532,1.0,0.0,0.0,0.0
variant_12533,724.0,145.0,176.0,224.0
variant_12534,137.0,5.0,19.0,16.0
variant_12535,339.0,59.0,47.0,105.0
variant_12536,235.0,20.0,0.0,2.0
variant_12537,95.0,9.0,0.0,3.0
variant_12538,310.0,110.0,280.0,209.0
variant_12539,343.0,92.0,141.0,220.0
variant_12540,537.0,101.0,180.0,117.0
variant_12541,212.0,17.0,19.0,22.0
variant_12542,66.0,2.0,0.0,0.0
variant_12543,1497.0,185.0,193.0,203.0
variant_12544,403.0,35.0,8.0,5.0
variant_12545,314.0,77.0,126.0,56.0
variant_12546,402.0,69.0,29.0,11.0
variant_12547,969.0,117.0,383.0,271.0
variant_12548,88.0,28.0,0.0,8.0
variant_12549,603.0,96.0,122.0,93.0
