,T0PV,T1,T2,T3,T4,T5
variant_4387,1295,0,1,3,1,1
variant_4388,96358,1590,3583,413,28,16
variant_4389,37665,15700,421,177,13,12
variant_4390,9957,1,7,5,4,2
variant_4391,5689,1494,6,1,2,0
variant_4392,1166,0,1,3,1,0
variant_4393,1425,0,2,1,1,1
variant_4394,8682,1181,5,11,1,1
variant_4395,2435,0,1,0,1,1
variant_4396,7400,1,7,5,2,0
variant_4397,1542,1,2,1,0,0
variant_4398,1159,0,1,4,1,0
variant_4399,1071,0,3,0,0,0
variant_4400,3468,0,1,3,2,0
variant_4401,1158,0,0,2,0,1
variant_4402,5891,4838,4,5,3,3
variant_4403,3042,1,1,7,0,1
variant_4404,11496,4,13,12,4,1
variant_4405,3711,1,29,6,0,1
variant_4406,2305,1,1,3,3,0
variant_4407,1267,0,1,0,1,0
variant_4408,285,2285,189,0,2,0
variant_4409,4742,2,15,3,1,2
variant_4410,2679,2,7,2,1,0
variant_4411,683,0,1278,0,0,0
variant_4412,66925,5245,1541,9972,2029,1208
variant_4413,34871,8574,3971,6099,1761,5145
variant_4414,36336,4,85,40,12,1
variant_4415,24131,1241,511,22,9,0
variant_4416,3288,6740,861,5,3,0
variant_4417,6301,4505,833,6,2,3
variant_4418,6286,1,5,9,2,0
variant_4419,4947,0,4,6,4,0
variant_4420,6,0,31,3379,1,1
variant_4421,13,2,8,1128,2,1
variant_4422,742,72,314,17,0,4
variant_4423,1082,1,0,0,0,3
variant_4424,2042,0,0,1,0,0
variant_4425,2183,0,1,3,1,0
variant_4426,5761,2,3,9,3,0
variant_4427,2905,0,1,2,1,2
variant_4428,70318,9713,3484,5790,21,7
variant_4429,11475,5,225,13,1,2
variant_4430,2130,1,536,2,0,1
variant_4431,4954,2,10,7,1,0
variant_4432,7379,0,30,6,3,0
variant_4433,6283,0,2,3,1,3
variant_4434,1865,0,2,2,0,0
variant_4435,2333,0,0,3,0,0
variant_4436,1450,0,0,2,0,1
variant_4437,2290,2,1,5,0,0
variant_4438,3589,0,23,5,1,1
variant_4439,1369,1,90,3,0,0
variant_4440,1498,0,0,3,0,0
variant_4441,6680,3194,912,3,4,0
variant_4442,1244,0,3,0,0,0
variant_4443,13527,3682,903,19,3,2
variant_4444,5971,2009,167,3,3,2
variant_4445,5250,2475,38,5,0,3
variant_4446,1229,0,0,4,0,0
variant_4447,44753,9619,2468,1988,10,4
variant_4448,3461,2,309,2,0,1
variant_4449,582,3510,2,2,1,2
variant_4450,1167,0,0,1,0,1
variant_4451,2834,0,16,2,1,3
variant_4452,2578,0,1,1,0,0
variant_4453,1618,0,2,1,0,0
variant_4454,1234,0,0,0,1,0
variant_4455,1429,0,0,0,0,1
variant_4456,2973,1,1,5,0,0
variant_4457,4496,1,4,2,0,0
variant_4458,3565,2216,332,6,4,0
variant_4459,2675,1,1,3,1,0
variant_4460,2666,0,3,3,0,0
variant_4461,792,867,1,2,0,0
variant_4462,1482,1,83,3,0,0
variant_4463,1982,1,4,2,0,2
variant_4464,187,60,68,186,313,584
variant_4465,3895,0,4,7,4,1
variant_4466,1166,0,1,1,0,0
variant_4467,2936,6648,365,7,1,1
variant_4468,5333,0,1,3,6,2
variant_4469,2956,0,2,4,0,0
variant_4470,1236,0,1,1,0,0
variant_4471,2458,0,4,0,0,0
variant_4472,1488,0,4,0,0,1
variant_4473,1122,0,0,1,1,0
variant_4474,1379,0,1,0,0,0
variant_4475,5052,2,0,5,2,0
variant_4476,1322,0,0,2,1,0
variant_4477,2906,0,1,2,2,1
variant_4478,2713,0,3,1,1,0
variant_4479,658,22648,703,13,2,3
variant_4480,996,1,14,3,0,0
variant_4481,3126,1,1,3,2,0
variant_4482,2212,1,230,0,0,0
variant_4483,479,1179,121,1,1,0
variant_4484,1115,0,0,0,1,0
variant_4485,10860,11807,1313,17,4,6
variant_4486,21644,8,857,25,9,2
variant_4487,2198,0,0,1,0,2
variant_4488,2968,0,0,3,1,0
variant_4489,1553,0,0,1,0,0
variant_4490,4308,1,5,8,0,0
variant_4491,3275,0,6,2,1,0
variant_4492,3607,1,25,1,2,0
variant_4493,5229,1,5,7,0,0
variant_4494,3578,1,49,4,1,0
variant_4495,1386,1,20,1,0,1
variant_4496,1750,0,3,4,0,0
variant_4497,1101,0,0,0,0,0
variant_4498,39551,4712,8016,5513,131,5
variant_4499,10632,2724,31,12,3,3
variant_4500,8151,2630,922,9,3,2
variant_4501,4000,575,3,2,0,0
variant_4502,2483,4083,3,4,1,0
variant_4503,10035,4119,977,1241,2,1
variant_4504,3686,3,5,4,0,0
variant_4505,2290,1,1,2,0,0
variant_4506,1084,0,174,0,1,0
variant_4507,1156,0,0,2,1,0
variant_4508,1080,0,0,2,0,0
variant_4509,1078,1,0,2,0,0
variant_4510,3560,0,2,3,0,0
variant_4511,3513,2798,25,3,2,0
variant_4512,2019,0,120,4,0,0
variant_4513,5478,0,153,4,0,2
variant_4514,1168,1,1,1,0,0
variant_4515,2236,0,2,0,0,0
variant_4516,1477,1,0,2,1,0
variant_4517,1671,1,9,4,1,0
variant_4518,2313,1,0,3,1,0
variant_4519,639,2331,0,1,0,0
variant_4520,63382,3278,1980,65,21,13
variant_4521,2928,0,1,6,3,0
variant_4522,1708,0,3,1,0,0
variant_4523,1006,2486,7,2,1,0
variant_4524,1071,0,2,0,0,0
variant_4525,273,3279,15,0,0,0
variant_4526,14766,12448,722,20,5,5
variant_4527,1311,1,0,1,0,0
variant_4528,3732,111,45,4,1,1
variant_4529,6009,1,17,7,0,1
variant_4530,1174,0,1,0,1,0
variant_4531,2067,2,377,4,0,0
variant_4532,21670,4,66,29,4,1
variant_4533,123767,30893,13195,12020,1453,27
variant_4534,7119,2,8,10,3,0
variant_4535,5592,2,2,5,0,0
variant_4536,371,5,769,1607,1,1
variant_4537,1668,0,0,0,0,0
variant_4538,1501,0,0,0,0,1
variant_4539,11761,4294,29,18,2,2
variant_4540,4571,1,38,5,1,0
variant_4541,2193,0,0,3,1,0
variant_4542,1488,0,2,0,0,0
variant_4543,97,5320,772,1087,2,1
variant_4544,1610,0,2,0,1,0
variant_4545,1816,0,1,2,0,1
variant_4546,8182,2,4,4,0,0
variant_4547,1844,0,0,2,0,1
variant_4548,3754,1,4,2,1,2
variant_4549,1421,0,1,1,0,0
variant_4550,1016,0,1,0,2,0
variant_4551,1869,1,2,2,0,0
variant_4552,29746,312,246,31,6,3
variant_4553,2502,13766,2682,2018,730,0
variant_4554,2396,0,1,2,1,0
variant_4555,3593,1,1,5,0,0
variant_4556,1682,0,1,3,0,0
variant_4557,779,3052,1,2,0,1
variant_4558,2542,0,1,2,2,0
variant_4559,1453,1,0,0,2,0
variant_4560,2147,0,15,1,1,0
variant_4561,6880,2338,13,7,3,1
variant_4562,4154,2,0,5,1,0
variant_4563,1855,1,1,0,0,0
variant_4564,1309,0,2,0,1,0
variant_4565,1944,1,1,1,1,0
variant_4566,2298,2,0,2,3,0
variant_4567,1525,3,0,3,0,0
variant_4568,3492,1,2,3,1,0
variant_4569,1836,1,2,4,0,0
variant_4570,1382,0,0,3,1,0
variant_4571,2291,3079,28,6,1,0
variant_4572,9757,4,166,13,4,1
variant_4573,7803,2,4,10,1,2
variant_4574,11320,0,16,5,2,2
variant_4575,2650,3,217,1616,2,0
variant_4576,1449,0,5,0,1,0
variant_4577,1789,0,2,3,0,0
variant_4578,1453,0,0,2,0,0
variant_4579,1165,0,0,1,0,1
variant_4580,29588,5359,700,26,10,4
variant_4581,3866,2,2,2,4,0
variant_4582,2146,0,1,2,0,0
variant_4583,1760,0,1,1,0,0
variant_4584,4092,1,4,5,0,1
variant_4585,4815,3,145,1,3,1
variant_4586,1104,422,5,0,0,0
variant_4587,1102,0,2,3,0,0
variant_4588,7256,3178,192,10,1,2
variant_4589,9710,3,20,13,2,0
variant_4590,1448,0,2,1,0,0
variant_4591,7753,95011,76498,36175,240,31
variant_4592,56,657,435,286,3,1
variant_4593,9,31,46,1837,4971,1280
variant_4594,0,4,13,1564,1,1
variant_4595,5457,0,2,8,0,0
variant_4596,4994,2,51,3,2,1
variant_4597,282,1587,25,0,0,0
variant_4598,9485,2,252,8,1,0
variant_4599,1809,1,0,1,0,0
variant_4600,1680,0,0,0,2,0
variant_4601,2021,0,2,0,0,0
variant_4602,6646,1,1,2,1,0
variant_4603,1365,2,0,1,1,0
variant_4604,1289,0,2,0,0,0
variant_4605,209,7334,20,2,1,2
variant_4606,2151,2,1,2,1,0
variant_4607,1402,1,3,1,1,0
variant_4608,13927,3070,30,20,9,4
variant_4609,8758,0,10,11,2,0
variant_4610,1577,0,1,2,0,0
variant_4611,18468,1250,2115,6342,13,7
variant_4612,9204,3,36,13,1,1
variant_4613,2865,1,1,3,0,0
variant_4614,1783,0,3,1,2,2
variant_4615,1467,0,62,1,0,1
variant_4616,1090,0,0,2,0,0
variant_4617,1039,0,1,2,0,1
variant_4618,1246,0,0,1,0,0
variant_4619,26295,9,38,23,4,2
variant_4620,4677,3,0,0,1,0
variant_4621,1102,1,664,1,0,1
variant_4622,2877,0,0,3,3,0
variant_4623,1215,0,0,0,1,0
variant_4624,2052,1,0,3,1,0
variant_4625,1305,0,0,0,0,0
variant_4626,1076,0,2,1,0,0
variant_4627,3702,0,1,3,0,1
variant_4628,1819,0,1,3,2,1
variant_4629,2237,1,13,0,0,1
variant_4630,1314,0,1,2,1,0
variant_4631,3254,2,4,1,1,1
variant_4632,3084,1,4,2,0,1
variant_4633,1709,0,4,0,0,1
variant_4634,3925,1,248,5,2,1
variant_4635,1393,0,1,1,1,0
variant_4636,1035,0,0,2,0,0
variant_4637,3261,5867,5427,3244,6,3
variant_4638,1988,1174,356,2,1,1
variant_4639,2756,0,1,6,0,0
variant_4640,1056,0,1,2,1,0
variant_4641,1158,0,0,2,0,0
variant_4642,1491,1,0,0,0,0
variant_4643,35989,4867,3618,447,11,4
variant_4644,1251,1,4,668,363,1
variant_4645,5871,2,2,0,0,0
variant_4646,7905,1424,374,6,5,1
variant_4647,8351,2,67,7,1,2
variant_4648,2545,0,5,2,0,0
variant_4649,1176,0,1,1,0,0
variant_4650,1301,0,0,2,3,0
variant_4651,1128,0,0,2,0,0
variant_4652,77339,25560,52096,53674,9689,14225
variant_4653,4871,2,126,5,3,2
variant_4654,3175,3,0,0,0,0
variant_4655,2336,1,0,3,0,0
variant_4656,3787,0,0,4,0,2
variant_4657,1055,0,131,1,0,0
variant_4658,3652,2,561,5,2,0
variant_4659,348,136,207,262,47,55
variant_4660,1853,0,0,1,0,0
variant_4661,39969,7706,387,50,8,7
variant_4662,2779,0,1,3,0,0
variant_4663,1248,0,1,1,1,0
variant_4664,13163,1895,11404,20127,38043,9041
variant_4665,2394,1,1,3,1,1
variant_4666,1377,0,1,2,1,0
variant_4667,17241,7556,890,26,7,2
variant_4668,6221,2,203,6,0,2
variant_4669,7224,2821,134,11,1,1
variant_4670,1040,0,1,2,0,1
variant_4671,4031,2,319,5,0,1
variant_4672,104445,11712,7170,3180,85,16
variant_4673,6399,0,447,373,3,0
variant_4674,2244,1,1,2,0,0
variant_4675,5597,5,1,5,0,0
variant_4676,4541,1,2,8,2,1
variant_4677,1128,0,209,2,0,0
variant_4678,1032,0,0,0,0,0
variant_4679,43051,5706,13405,10689,1567,817
variant_4680,116670,10235,2657,501,44,23
variant_4681,14752,7501,6234,3788,340,651
variant_4682,14930,3,416,16,3,0
variant_4683,3950,4,405,3,2,1
variant_4684,1597,1161,74,1,1,0
variant_4685,9022,1524,11,6,7,0
variant_4686,12339,3,25,6,4,3
variant_4687,18683,9,152,12,3,1
variant_4688,11326,877,610,9,3,2
variant_4689,1194,4879,4,1,0,1
variant_4690,2073,2,2,1,3,0
variant_4691,1236,1,1,2,2,1
variant_4692,1464,0,0,0,0,0
variant_4693,2122,1,1,2,1,1
variant_4694,1601,0,1,3,1,0
variant_4695,1114,0,1,0,1,0
variant_4696,1818,1,39,4,0,0
variant_4697,1102,0,0,1,0,0
variant_4698,1058,0,2,0,0,0
variant_4699,9745,0,42,11,0,1
variant_4700,9971,2527,44,19,0,2
variant_4701,4783,3,84,7,4,2
variant_4702,4773,3,2,7,1,0
variant_4703,4600,2,1,7,0,0
variant_4704,2075,0,0,1,1,0
variant_4705,4634,1,5,7,2,0
variant_4706,1236,0,497,1,0,0
variant_4707,1121,0,0,0,1,0
variant_4708,6320,2,1,6,4,3
variant_4709,1052,0,0,2,1,0
variant_4710,1253,0,2,1,0,0
variant_4711,1292,0,0,2,0,0
variant_4712,7587,3478,228,191,2,1
variant_4713,5402,0,5,2,4,0
variant_4714,2823,0,22,5,1,0
variant_4715,1454,2,335,626,1,1
variant_4716,1008,0,1,1,0,0
variant_4717,2467,1,2,1,0,0
variant_4718,493,2272,5,1,2,0
variant_4719,4726,0,12,1,0,0
variant_4720,2047,0,4,3,0,0
variant_4721,16000,1320,137,773,3,2
variant_4722,4520,3607,8,205,1,2
variant_4723,1269,0,2,0,0,0
variant_4724,270,3793,2,3,1,0
variant_4725,4834,2,1,3,2,2
variant_4726,1852,0,86,2,1,0
variant_4727,3444,0,1,4,1,0
variant_4728,2004,1,1,3,0,0
variant_4729,11369,921,894,14,6,1
variant_4730,1787,1708,1636,4683,2,0
variant_4731,2211,1,58,1,3,0
variant_4732,4515,819,36,3,3,0
variant_4733,309,2193,255,4,0,0
variant_4734,18540,4,7,16,5,1
variant_4735,8205,1,2,13,2,1
variant_4736,7325,3,677,1460,4,1
variant_4737,4139,2,14,5,0,0
variant_4738,1179,0,1,1,1,0
variant_4739,1286,0,2,0,1,0
variant_4740,1367,0,1,4,0,0
variant_4741,94237,27022,26848,20022,9100,932
variant_4742,3874,0,13,4,2,1
variant_4743,2563,1980,222,2,0,0
variant_4744,5884,0,35,9,0,1
variant_4745,1928,1,0,1,0,0
variant_4746,447,129,124,409,45,5
variant_4747,2091,1,3,2,1,0
variant_4748,2314,1,2,0,2,3
variant_4749,1143,0,1,1,1,0
variant_4750,1631,0,8,1,0,1
variant_4751,3844,0,134,6,1,0
variant_4752,94220,2709,1942,85,30,13
variant_4753,25117,2,13,27,6,1
variant_4754,7690,3,82,13,3,1
variant_4755,2638,1,1,0,0,1
variant_4756,2682,1,2,4,0,0
variant_4757,1075,0,2,0,0,0
variant_4758,1377,2,4,1,0,1
variant_4759,3632,0,0,5,2,0
variant_4760,5643,9755,215,11,1,5
variant_4761,12020,2,246,8,1,3
variant_4762,667,97,184,103,4,1
variant_4763,1971,1241,3,6,1,0
variant_4764,1424,0,2,1,1,0
variant_4765,1035,0,0,2,0,0
variant_4766,33567,3871,1433,37,5,3
variant_4767,849,6,456,6256,805,0
variant_4768,1557,2,0,2,1,0
variant_4769,6,8,109,291,428,821
variant_4770,3826,0,2,6,2,0
variant_4771,1778,5233,53,3,3,1
variant_4772,1796,2,3,3,0,0
variant_4773,6850,1,4,3,1,0
variant_4774,1093,0,1,1,0,0
variant_4775,1322,0,1,1,0,0
variant_4776,1509,0,102,1,0,0
variant_4777,4544,1,1,6,0,1
variant_4778,102,1576,0,0,1,2
variant_4779,1325,1,0,1,0,0
variant_4780,1486,0,2,0,1,1
variant_4781,1658,0,1,4,0,0
variant_4782,182900,24731,49854,24317,1624,39
variant_4783,78295,2701,3338,2059,23,11
variant_4784,7594,1,293,6,3,0
variant_4785,10477,6956,2542,36,4,2
variant_4786,12394,4,31,9,4,3
variant_4787,802,103,204,100,12,0
variant_4788,1743,0,13,3,0,0
variant_4789,244354,34435,10574,2255,90,31
variant_4790,798,161,75,53,6,2
variant_4791,10004,2,195,13,3,2
variant_4792,2182,0,2,2,1,0
variant_4793,1214,1,150,0,1,0
variant_4794,1059,0,0,2,0,0
variant_4795,1193,1,1,1,1,0
variant_4796,14095,13297,390,18,5,1
variant_4797,1258,9769,851,1,3,4
variant_4798,4716,2,7,2,1,0
variant_4799,3734,0,5,2,2,0
variant_4800,2004,1713,3,1,0,0
variant_4801,2774,0,2,5,0,0
variant_4802,1990,722,3,1,1,0
variant_4803,10685,6,464,9,2,2
variant_4804,4641,1,3,4,2,2
variant_4805,3170,0,4,1,1,0
variant_4806,1672,0,287,7,0,0
variant_4807,3322,2,3,3,0,1
variant_4808,2708,2,1,3,1,0
variant_4809,4603,2,4,6,2,0
variant_4810,224,0,471,521,1,0
variant_4811,23,8691,602,8,3,3
variant_4812,1119,0,0,0,0,2
variant_4813,1299,0,1,3,0,1
variant_4814,9262,1179,3,6,10,3
variant_4815,5510,2,6,4,1,1
variant_4816,835,2689,2,1,1,2
variant_4817,1397,0,0,0,1,0
variant_4818,1640,1,2,0,1,0
variant_4819,89492,1167,550,88,34,9
variant_4820,1744,2,2,1,0,0
variant_4821,1307,1,0,1,0,0
variant_4822,1301,166,68,26,7,1
variant_4823,6015,1,5,5,0,0
variant_4824,5509,1,106,6,3,1
variant_4825,2466,0,0,2,2,2
variant_4826,1319,0,1,1,0,0
variant_4827,882,10437,2170,1377,9,4
variant_4828,733,4966,2502,4,0,0
variant_4829,1189,3495,286,1619,3,1
variant_4830,5500,1,4,2,1,0
variant_4831,1066,1,0,1,0,0
variant_4832,1336,0,0,4,2,0
variant_4833,1343,0,279,0,0,0
variant_4834,59,20,20,79,677,395
variant_4835,2670,1,3,3,0,1
variant_4836,1858,0,1,0,0,0
variant_4837,4857,0,2,4,1,1
variant_4838,780,2718,9,6,0,0
variant_4839,3661,25,1,5,2,0
variant_4840,2204,10041,284,6,5,3
variant_4841,886586,115245,48912,16516,356,121
variant_4842,144602,22566,12332,2747,54,17
variant_4843,3643,413,240,67,2,2
variant_4844,3977,53527,38196,33094,7840,7159
variant_4845,2579,318,148,55,1,0
variant_4846,23547,2000,828,21,5,2
variant_4847,835,123,84,24,2,0
variant_4848,9473,1,239,9,6,5
variant_4849,1118,136,139,17,2,4
variant_4850,8046,0,5,7,4,1
variant_4851,1512,35,42,11,0,0
variant_4852,930,138,48,26,9,4
variant_4853,2464,0,266,0,1,0
variant_4854,2282,19,45,12,3,2
variant_4855,1855,0,29,1,0,0
variant_4856,342,961,52,0,0,0
variant_4857,17015,10101,10170,26506,326860,259367
variant_4858,101,54,58,126,1684,1195
variant_4859,12123,3,13,11,4,2
variant_4860,16006,937,1085,9,5,1
variant_4861,31206,4,147,38,9,3
variant_4862,36,25,17,56,665,507
variant_4863,46,38,30,92,952,617
variant_4864,36,12,25,50,551,409
variant_4865,38,23,25,74,1259,671
variant_4866,3700,1,3,3,3,1
variant_4867,1919,0,197,1,1,1
variant_4868,1301,0,0,0,1,0
variant_4869,10555,8852,3858,14228,48970,119783
variant_4870,3125,11682,3778,10736,1339,70
variant_4871,3466,2,940,5,0,1
variant_4872,7003,1,6,3,2,0
variant_4873,33,2580,555,0,2,1
variant_4874,1542,0,0,1,0,0
variant_4875,1802,1,2,3,0,2
variant_4876,1079,0,0,4,0,0
variant_4877,1000,0,1,1,0,0
variant_4878,10587,484,9,13,4,1
variant_4879,8782,2676,343,10,3,2
variant_4880,9143,0,3,16,1,1
variant_4881,3411,508,27,9,1,0
variant_4882,4574,2,7,8,1,1
variant_4883,2432,1,0,5,0,1
variant_4884,1365,0,0,0,0,0
variant_4885,1920,0,21,4,0,0
variant_4886,1473,0,149,2,0,0
variant_4887,2845,3,4,7,0,0
variant_4888,1645,0,1,0,0,0
variant_4889,1925,3,3,2,0,0
variant_4890,1041,1,2,1,0,0
variant_4891,1209,0,0,0,0,0
variant_4892,3384,4193,354,7,2,0
variant_4893,344,4,1128,3967,308,1
variant_4894,3923,1281,105,1,0,0
variant_4895,6546,10077,876,8,4,0
variant_4896,5362,0,3,4,2,2
variant_4897,5393,2,3,4,1,1
variant_4898,2092,0,0,2,1,0
variant_4899,11613,4,9,14,4,1
variant_4900,1796,0,1,2,1,0
variant_4901,1257,0,0,4,0,0
variant_4902,5627,1521,125,6,0,0
variant_4903,3859,1240,3,4,2,1
variant_4904,37539,3413,705,38,9,9
variant_4905,4422,418,158,3,1,1
variant_4906,2976,3138,158,6,1,0
variant_4907,3812,1,51,6,0,1
variant_4908,3227,672,335,7,1,0
variant_4909,1141,0,0,0,0,0
variant_4910,2103,0,47,2,2,0
variant_4911,1632,0,2,3,0,0
variant_4912,13100,1,10,15,4,0
variant_4913,1250,0,15,1,1,0
variant_4914,27313,13775,674,22,13,1
variant_4915,2542,11183,5123,610,72,2
variant_4916,31,29,66,1322,4067,3610
variant_4917,1446,0,1,0,0,0
variant_4918,3548,2,2,5,0,0
variant_4919,3526,1,12,6,1,1
variant_4920,1310,0,0,0,1,0
variant_4921,2128,0,56,1,0,2
variant_4922,1615,0,2,3,0,0
variant_4923,4186,1,1,6,0,0
variant_4924,5175,2,2,3,1,1
variant_4925,2648,2,2,3,0,0
variant_4926,1513,0,2,2,0,0
variant_4927,4171,0,5,8,1,1
variant_4928,11623,0,69,10,5,2
variant_4929,1170,0,1,0,0,0
variant_4930,1765,0,0,2,1,0
variant_4931,1744,0,2,2,1,0
variant_4932,1204,0,1,2,0,0
variant_4933,1523,0,0,3,0,1
variant_4934,6811,0,244,10,4,1
variant_4935,6719,535,500,3,2,0
variant_4936,4191,0,1,3,1,0
variant_4937,2405,2,65,841,4,0
variant_4938,332,2042,221,2378,1,0
variant_4939,1929,0,0,2,1,1
variant_4940,1009,0,0,1,0,0
variant_4941,2247,1091,51,2,2,0
variant_4942,1696,0,0,3,0,0
variant_4943,12140,3,63,14,7,2
variant_4944,1066,0,0,1,0,0
variant_4945,1361,1,1,1,1,0
variant_4946,2512,0,1,8,0,0
variant_4947,293,1832,46,1,0,2
variant_4948,1372,0,0,0,0,0
variant_4949,2609,1,36,5,0,2
variant_4950,1056,0,0,2,0,0
variant_4951,16411,3,8,13,1,2
variant_4952,446,459,48,1183,1,0
variant_4953,1106,0,1,0,0,0
variant_4954,1648,0,2,2,0,1
variant_4955,8978,4325,216,10,3,2
variant_4956,1386,0,1,1,0,0
variant_4957,19799,10581,18,24,3,8
variant_4958,3817,3859,3,6,3,2
variant_4959,1315,2,0,0,0,0
variant_4960,50121,2374,512,50,6,3
variant_4961,1193,0,2,1,1,0
variant_4962,7925,2,2,8,4,1
variant_4963,2667,0,2,1,0,0
variant_4964,2738,1,0,1,2,0
variant_4965,1835,0,2,1,1,0
variant_4966,2226,0,0,1,0,0
variant_4967,1200,0,1,0,0,0
variant_4968,1387,0,0,0,3,0
variant_4969,1279,0,0,3,0,0
variant_4970,992,5672,235,6,1,0
variant_4971,1183,0,2,1,0,0
variant_4972,3440,0,3,6,3,0
variant_4973,1185,0,2,2,0,0
variant_4974,1706,0,1,3,1,1
variant_4975,1277,0,2,0,1,0
variant_4976,891,45,173,151,19,7
variant_4977,18150,9067,3291,19,6,3
variant_4978,1318,0,1,2,0,0
variant_4979,23177,1707,408,33,11,7
variant_4980,4479,0,209,3,4,0
variant_4981,3090,0,0,1,0,1
variant_4982,1280,0,16,2,0,0
variant_4983,4413,1,0,1,0,0
variant_4984,2311,1,1,1,1,0
variant_4985,1141,0,0,0,0,0
variant_4986,6599,3710,507,10,2,1
variant_4987,2016,0,1,0,1,0
variant_4988,2721,1,2,5,1,0
variant_4989,2201,0,9,3,0,0
variant_4990,2292,1437,5,2,1,0
variant_4991,1471,0,1,2,0,0
variant_4992,11023,0,6,9,3,1
variant_4993,1106,1,1,0,2,0
variant_4994,6508,0,0,7,0,1
variant_4995,5149,2373,808,9,1,3
variant_4996,3029,2,2,5,0,1
variant_4997,2210,0,2,1,1,1
variant_4998,1413,0,0,1,0,0
variant_4999,3174,0,1,0,1,0
variant_5000,7297,2205,747,964,1,1
variant_5001,4988,1,146,7,2,0
variant_5002,1137,0,0,0,1,0
variant_5003,3831,456,153,2,3,0
variant_5004,9641,22039,28516,97131,251495,183304
variant_5005,2164,0,0,1,1,0
variant_5006,18,50,72,160,461,369
variant_5007,1,1,7,1359,0,0
variant_5008,11,3,12,51,75,994
variant_5009,22,53,73,194,435,361
variant_5010,1531,1,3,1,0,0
variant_5011,1525,0,1,1,1,0
variant_5012,24071,7,121,22,5,0
variant_5013,6677,3,4,8,1,1
variant_5014,8088,1,6,7,0,0
variant_5015,1522,0,1,1,0,0
variant_5016,35,22,31,494,361,121
variant_5017,50,60,74,583,848,351
variant_5018,2955,2,96,5,2,0
variant_5019,5205,0,106,8,2,1
variant_5020,66796,5539,2649,62,22,7
variant_5021,17886,3192,166,8,4,2
variant_5022,4155,2,2,3,2,1
variant_5023,8418,1,7,9,3,0
variant_5024,1838,1,2,0,0,1
variant_5025,2614,0,3,3,1,1
variant_5026,1991,1,0,2,0,0
variant_5027,2147,3,273,1,2,0
variant_5028,1114,0,2,0,0,1
variant_5029,1141,0,3,2,0,0
variant_5030,8371,0,8,11,5,2
variant_5031,3784,0,4,0,0,0
variant_5032,1640,0,1,3,0,0
variant_5033,4423,1,3,2,1,0
variant_5034,3726,3,3,1,1,2
variant_5035,3394,1,0,4,1,0
variant_5036,6093,0,3,7,1,0
variant_5037,1318,2827,2,5,2,2
variant_5038,1591,0,1,0,1,0
variant_5039,1749,0,0,1,1,0
variant_5040,2069,0,2,1,1,0
variant_5041,2033,0,1,2,0,0
variant_5042,2167,0,1,1,0,0
variant_5043,1199,0,0,2,0,0
variant_5044,100,1152,1,0,0,0
variant_5045,4288,2,0,6,1,0
variant_5046,3610,4285,36,7,0,1
variant_5047,2033,1,2,1,1,0
variant_5048,1592,0,1,1,0,0
variant_5049,27168,2,12,29,12,3
variant_5050,8759,1,159,3,0,2
variant_5051,8482,0,3,11,4,0
variant_5052,1703,0,0,1,0,0
variant_5053,8780,6177,27,9,4,2
variant_5054,23492,5,1284,2292,14,4
variant_5055,1065,2460,16,3,0,0
variant_5056,1033,0,0,0,1,0
variant_5057,1939,3,27,0,0,0
variant_5058,4580,1,10,4,1,1
variant_5059,2151,681,85,3,0,0
variant_5060,1407,0,1,1,0,0
variant_5061,847,2274,3,2,2,1
variant_5062,6220,1,54,9,0,0
variant_5063,1,0,5,402,226,2287
variant_5064,999,1,7,3,2,0
variant_5065,3769,0,0,2,0,1
variant_5066,2394,0,1,1,1,0
variant_5067,1504,1,1,0,0,0
variant_5068,2346,1,2,1,0,0
variant_5069,16747,1924,428,22,7,8
variant_5070,1704,0,0,1,0,1
variant_5071,28,4057,167,0,2,0
variant_5072,4736,0,10,4,1,0
variant_5073,1616,1,2,1,0,0
variant_5074,3587,528,2,3,0,0
variant_5075,1416,0,1,3,0,0
variant_5076,32046,8025,4867,4973,5662,706
variant_5077,2486,0,2,4,0,0
variant_5078,836,4905,19,3,7,1
variant_5079,864,5382,116,2,0,2
variant_5080,33010,5,104,34,9,3
variant_5081,1556,1,0,1,0,1
variant_5082,14770,25196,1122,16,9,10
variant_5083,5160,0,83,6,1,0
variant_5084,27761,1542,109,31,6,3
variant_5085,1052,1,1,1,0,0
variant_5086,2904,6363,6,2,1,1
variant_5087,3058,4835,5,10,1,0
