,G0,D1.25,D2.25,D3.25,D4.25
variant_12432,593,706,602,699,1011
variant_12433,57,1,0,0,3
variant_12434,33,8,1,2,3
variant_12435,315,106,20,7,3
variant_12436,32,0,0,0,0
variant_12437,242,89,86,129,141
variant_12438,122,16,0,0,0
variant_12439,13,0,0,0,0
variant_12440,16,1,0,2,2
variant_12441,587,641,643,964,1342
variant_12442,338,211,91,120,60
variant_12443,165,209,109,61,40
variant_12444,951,1323,653,632,598
variant_12445,114,113,93,126,131
variant_12446,20,0,0,0,0
variant_12447,162,23,1,1,1
variant_12448,1350,1369,1573,1908,2536
variant_12449,107,7,3,3,3
variant_12450,467,463,521,750,1081
variant_12451,573,1443,1496,2233,2983
variant_12452,307,391,445,441,824
variant_12453,56,13,3,3,1
variant_12454,453,866,774,1030,1422
variant_12455,2811,3933,2920,3261,3377
variant_12456,372,387,367,730,670
variant_12457,51,0,0,0,0
variant_12458,377,323,361,423,581
variant_12459,181,45,2,0,4
variant_12460,319,248,181,217,250
variant_12461,153,17,14,14,29
variant_12462,300,664,483,543,776
variant_12463,672,488,167,199,152
variant_12464,599,61,33,20,24
variant_12465,456,434,217,229,243
variant_12466,75,7,7,0,1
variant_12467,312,42,9,8,7
variant_12468,100,9,0,0,0
variant_12469,6,0,0,0,0
variant_12470,89,5,2,3,2
variant_12471,180,22,0,0,0
variant_12472,123,52,44,46,42
variant_12473,325,659,649,1075,1568
variant_12474,170,260,283,373,584
variant_12475,344,1148,1042,1277,1618
variant_12476,126,286,234,284,352
variant_12477,103,43,22,26,21
variant_12478,116,22,12,17,37
variant_12479,747,746,773,1381,1519
variant_12480,176,17,0,0,0
variant_12481,120,281,241,266,365
variant_12482,55,83,93,113,162
variant_12483,493,381,306,324,310
variant_12484,73,128,128,159,289
variant_12485,223,671,604,745,1028
variant_12486,387,458,423,577,719
variant_12487,1732,2355,1593,1447,1306
variant_12488,742,368,178,194,134
variant_12489,53,0,0,0,0
variant_12490,915,94,13,19,21
variant_12491,594,715,556,759,971
variant_12492,263,335,201,310,271
variant_12493,85,80,12,24,12
variant_12494,357,49,5,11,14
variant_12495,135,5,3,1,2
variant_12496,41,49,64,36,133
variant_12497,92,305,308,323,519
variant_12498,1544,234,36,55,43
variant_12499,190,34,6,4,4
variant_12500,12,0,0,0,0
variant_12501,395,524,350,587,641
variant_12502,61,16,0,0,0
variant_12503,467,166,36,38,20
variant_12504,506,331,131,189,118
variant_12505,181,140,81,54,42
variant_12506,288,45,0,1,0
variant_12507,4,0,0,0,0
variant_12508,394,210,78,48,44
variant_12509,100,50,19,3,4
variant_12510,815,1148,1082,1436,2008
variant_12511,285,9,3,2,4
variant_12512,47,0,3,0,0
variant_12513,166,7,3,13,7
variant_12514,126,17,0,0,0
variant_12515,263,567,462,641,1075
variant_12516,52,59,26,28,35
variant_12517,25,1,0,0,0
variant_12518,12,1,0,1,1
variant_12519,24,0,1,2,0
variant_12520,144,8,0,0,0
variant_12521,392,626,541,703,987
variant_12522,219,36,6,0,0
variant_12523,4997,558,63,36,14
variant_12524,601,662,649,860,1129
variant_12525,260,168,30,22,27
variant_12526,45,0,0,1,0
variant_12527,70,44,52,89,116
variant_12528,51,0,5,4,2
variant_12529,593,560,347,445,489
variant_12530,238,25,0,0,0
variant_12531,302,19,2,4,2
variant_12532,610,552,380,346,405
variant_12533,1162,693,258,149,104
variant_12534,140,141,228,282,439
variant_12535,370,160,158,213,189
variant_12536,115,50,26,41,69
variant_12537,125,91,67,66,150
variant_12538,12,0,2,1,3
variant_12539,4,0,0,0,0
variant_12540,350,681,671,866,1021
variant_12541,807,952,335,314,190
variant_12542,634,423,410,573,581
variant_12543,286,196,91,86,114
variant_12544,18,0,1,1,0
variant_12545,188,47,20,11,7
variant_12546,1205,1724,1272,1575,1611
variant_12547,1023,1591,1092,1382,1541
variant_12548,96,115,127,151,226
variant_12549,173,53,25,56,41
variant_12550,125,224,271,454,769
variant_12551,23,19,10,0,1
variant_12552,24,0,0,0,3
variant_12553,262,347,268,245,245
variant_12554,212,52,15,30,4
variant_12555,167,239,178,269,277
variant_12556,698,598,738,843,761
variant_12557,264,104,14,5,1
variant_12558,15,0,1,0,0
variant_12559,17,0,0,0,0
variant_12560,152,167,146,197,293
variant_12561,300,131,79,55,39
variant_12562,275,797,830,855,1304
variant_12563,1802,3319,4004,5798,6796
variant_12564,803,883,762,1113,1202
variant_12565,2418,3124,2916,4579,4500
variant_12566,291,47,37,68,63
variant_12567,559,124,21,18,2
variant_12568,121,82,19,19,16
variant_12569,949,746,431,560,533
variant_12570,681,160,21,13,2
variant_12571,264,223,84,87,72
variant_12572,29,1,0,0,0
variant_12573,162,10,0,5,2
variant_12574,5,1,3,1,0
variant_12575,64,82,90,105,109
variant_12576,24,1,0,0,0
variant_12577,50,102,92,118,102
variant_12578,600,1408,1382,2107,3038
variant_12579,720,87,7,2,3
variant_12580,46,92,67,123,158
variant_12581,402,375,340,319,349
variant_12582,333,330,153,165,115
variant_12583,4,0,0,1,0
variant_12584,135,16,6,12,7
variant_12585,3,0,0,0,0
variant_12586,886,1707,1677,2525,2610
variant_12587,31,3,1,1,0
variant_12588,1349,686,182,108,131
variant_12589,224,107,97,149,225
variant_12590,259,64,13,13,4
variant_12591,88,115,119,208,309
variant_12592,177,343,314,413,432
variant_12593,38,0,0,0,0
variant_12594,584,230,94,76,45
variant_12595,298,304,268,263,346
variant_12596,223,163,111,143,170
variant_12597,235,204,205,433,563
variant_12598,303,35,12,7,3
variant_12599,146,464,415,289,587
variant_12600,458,475,549,629,807
variant_12601,1260,290,103,72,43
variant_12602,1401,3062,3438,4651,6348
variant_12603,44,124,131,172,282
variant_12604,478,987,1027,1535,2087
variant_12605,2371,5212,6452,8903,11311
variant_12606,629,166,15,28,8
variant_12607,65,25,20,24,16
variant_12608,105,375,285,427,595
variant_12609,71,2,1,0,2
variant_12610,851,711,400,363,342
variant_12611,410,993,725,626,1493
variant_12612,1138,127,36,40,16
variant_12613,529,1247,1391,1963,2687
variant_12614,12,0,0,1,1
variant_12615,268,31,9,4,6
variant_12616,222,15,3,8,4
variant_12617,423,694,723,1013,1225
variant_12618,335,622,596,778,1366
variant_12619,469,119,34,27,19
variant_12620,61,129,122,135,162
variant_12621,1169,103,0,3,2
variant_12622,60,15,7,14,8
variant_12623,145,1,1,2,6
variant_12624,446,245,70,75,47
variant_12625,4,1,0,0,0
variant_12626,911,1598,1684,2802,3508
variant_12627,20,2,0,0,0
variant_12628,13,66,17,23,75
variant_12629,342,678,807,1033,1292
variant_12630,9,4,1,0,3
variant_12631,1406,348,90,70,50
variant_12632,14,0,0,1,0
variant_12633,428,348,358,527,608
variant_12634,51,1,1,0,0
variant_12635,134,174,118,181,135
variant_12636,56,144,145,233,284
variant_12637,76,56,33,47,40
variant_12638,578,36,3,0,3
variant_12639,293,187,129,129,206
variant_12640,245,176,68,48,26
variant_12641,311,778,872,1466,2328
variant_12642,293,402,450,568,892
variant_12643,416,653,574,860,864
variant_12644,22,0,0,4,0
variant_12645,3,0,0,0,0
variant_12646,199,4,8,15,18
variant_12647,1011,3583,3928,5711,9060
variant_12648,35,8,11,2,12
variant_12649,4,8,4,2,15
variant_12650,405,956,839,1308,1736
variant_12651,77,104,79,110,214
variant_12652,399,225,205,231,358
variant_12653,17,2,0,2,1
variant_12654,309,315,279,342,383
variant_12655,17,0,0,0,0
variant_12656,53,24,3,8,4
variant_12657,303,1076,818,1036,1707
variant_12658,1223,1403,1398,1705,1852
variant_12659,467,633,525,890,1181
variant_12660,14,0,0,0,0
variant_12661,36,0,2,0,0
variant_12662,16,0,0,0,0
variant_12663,541,101,15,44,14
variant_12664,156,393,430,566,836
variant_12665,82,280,347,389,562
variant_12666,452,809,936,1399,1892
variant_12667,131,75,65,97,102
variant_12668,141,46,14,11,12
variant_12669,70,96,45,43,17
variant_12670,57,0,1,0,0
variant_12671,79,19,0,0,0
variant_12672,462,872,901,1269,1575
variant_12673,752,738,656,1051,1288
variant_12674,369,502,492,567,880
variant_12675,307,32,0,0,1
variant_12676,364,1097,766,897,1179
variant_12677,61,0,1,1,2
variant_12678,18,0,2,0,0
variant_12679,70,65,68,90,105
variant_12680,215,137,63,27,19
variant_12681,3116,7166,5548,8117,8675
variant_12682,29,2,0,3,3
variant_12683,277,228,125,149,197
variant_12684,957,119,21,31,19
variant_12685,95,25,4,17,6
variant_12686,87,3,0,0,0
variant_12687,682,737,599,659,604
variant_12688,7,0,3,0,0
variant_12689,1747,3277,3317,4136,5309
variant_12690,14,0,0,0,0
variant_12691,68,44,13,20,21
variant_12692,683,739,756,1084,1410
variant_12693,146,323,279,466,616
variant_12694,30,1,1,0,0
variant_12695,136,59,36,20,11
variant_12696,38,3,7,9,5
variant_12697,179,143,118,129,126
variant_12698,71,3,18,6,3
variant_12699,110,142,130,212,279
variant_12700,1247,1765,1357,1688,2182
variant_12701,139,11,0,1,0
variant_12702,654,419,116,91,47
variant_12703,1257,208,86,76,47
variant_12704,2048,1851,1242,1239,1191
variant_12705,442,183,80,113,52
variant_12706,268,555,459,746,769
variant_12707,4,0,0,0,1
variant_12708,165,167,68,127,92
variant_12709,2531,702,168,152,112
variant_12710,14,0,0,0,1
variant_12711,242,149,105,123,117
variant_12712,470,42,12,22,9
variant_12713,170,438,374,638,628
variant_12714,15,1,0,0,0
variant_12715,242,95,117,108,141
variant_12716,95,16,11,18,17
variant_12717,19,0,0,0,0
variant_12718,409,365,331,343,375
variant_12719,55,1,0,11,3
variant_12720,92,189,228,294,290
variant_12721,102,119,126,183,182
variant_12722,50,8,0,0,1
variant_12723,119,17,1,2,2
variant_12724,556,966,703,894,1106
variant_12725,660,504,170,147,124
variant_12726,576,440,279,347,287
variant_12727,322,20,14,2,2
variant_12728,6,0,1,0,0
variant_12729,27,0,0,0,1
variant_12730,200,412,453,714,952
variant_12731,128,44,10,13,5
variant_12732,95,9,0,0,0
variant_12733,18,0,0,2,0
variant_12734,465,854,756,881,1422
variant_12735,455,498,391,645,649
variant_12736,15,0,1,0,0
variant_12737,252,239,197,314,417
variant_12738,638,309,127,83,60
variant_12739,303,49,1,1,0
variant_12740,521,96,6,0,0
variant_12741,129,168,263,374,479
variant_12742,26,3,0,0,0
variant_12743,9,0,0,0,1
variant_12744,266,96,30,20,25
variant_12745,111,110,116,154,165
variant_12746,379,331,167,264,218
variant_12747,77,150,109,205,227
variant_12748,511,407,259,348,237
variant_12749,924,1795,1573,1769,1757
variant_12750,85,5,0,0,0
variant_12751,1543,3652,3294,4642,5478
variant_12752,627,1050,1303,1931,3327
variant_12753,122,159,78,80,77
variant_12754,560,526,265,296,224
variant_12755,402,545,626,953,1202
variant_12756,113,102,45,47,25
variant_12757,45,14,0,2,1
variant_12758,30,2,2,0,0
variant_12759,10,0,0,0,0
variant_12760,89,22,7,16,20
variant_12761,19,0,0,0,0
variant_12762,117,22,7,3,5
variant_12763,20,0,0,0,0
variant_12764,572,275,290,398,412
variant_12765,150,314,413,511,679
variant_12766,19,0,0,0,0
variant_12767,389,547,554,838,1149
variant_12768,1527,1350,1252,1754,2058
variant_12769,588,766,763,1132,1571
variant_12770,206,181,55,41,34
variant_12771,417,453,370,480,555
variant_12772,67,3,0,0,0
variant_12773,32,1,0,8,1
variant_12774,184,56,19,19,9
variant_12775,681,628,773,1028,1068
variant_12776,67,11,1,9,0
variant_12777,7,7,0,0,0
variant_12778,103,45,22,7,12
variant_12779,17,0,0,0,0
variant_12780,106,172,100,127,99
variant_12781,175,10,10,12,7
variant_12782,36,0,0,0,0
variant_12783,62,3,1,3,1
variant_12784,7,0,0,0,1
variant_12785,35,0,1,0,0
variant_12786,889,1815,2277,3488,4910
variant_12787,601,786,700,806,995
variant_12788,116,49,2,5,12
variant_12789,275,18,5,21,7
variant_12790,356,330,259,281,335
variant_12791,19,0,0,0,0
variant_12792,805,694,570,724,779
variant_12793,423,414,345,511,542
variant_12794,156,10,0,0,0
variant_12795,584,289,39,26,16
variant_12796,629,38,9,3,0
variant_12797,19,1,0,0,0
variant_12798,35,0,0,0,0
variant_12799,1239,912,580,731,736
variant_12800,566,685,672,765,768
variant_12801,87,26,8,5,9
variant_12802,13,1,1,2,0
variant_12803,283,469,277,364,250
variant_12804,592,114,19,8,2
variant_12805,306,222,117,137,112
variant_12806,28,0,0,0,0
variant_12807,113,147,54,20,20
variant_12808,739,1268,1446,1955,2078
variant_12809,418,134,49,25,24
variant_12810,2017,441,74,104,54
variant_12811,534,45,16,20,23
variant_12812,380,927,1493,2093,3020
variant_12813,444,34,0,2,1
variant_12814,211,304,298,534,640
variant_12815,31,0,0,0,0
variant_12816,25,0,0,0,0
variant_12817,363,118,27,13,13
variant_12818,73,54,96,134,159
variant_12819,128,82,28,32,25
variant_12820,754,382,125,140,96
variant_12821,79,125,88,152,214
variant_12822,255,533,303,281,332
variant_12823,88,152,91,86,94
variant_12824,20,1,0,3,4
variant_12825,173,86,31,16,8
variant_12826,265,204,69,60,81
variant_12827,120,45,3,0,0
variant_12828,693,437,194,163,78
variant_12829,55,17,3,0,1
variant_12830,149,53,11,2,3
variant_12831,745,760,417,486,507
variant_12832,512,59,6,4,7
variant_12833,497,126,21,16,14
variant_12834,732,384,129,206,199
variant_12835,387,57,9,1,1
variant_12836,27,2,2,10,3
variant_12837,766,937,537,623,681
variant_12838,535,720,518,789,1168
variant_12839,143,239,316,612,941
variant_12840,246,175,173,248,385
variant_12841,99,1,0,2,0
variant_12842,1121,1380,1173,2010,2479
variant_12843,24,0,1,0,0
variant_12844,395,188,78,38,41
variant_12845,63,12,4,3,0
variant_12846,167,26,4,0,4
variant_12847,50,5,4,8,3
variant_12848,313,313,178,219,178
variant_12849,159,224,108,104,132
variant_12850,919,826,381,286,181
variant_12851,241,359,364,522,739
variant_12852,158,14,3,1,5
variant_12853,164,31,1,5,6
variant_12854,1149,780,274,230,160
variant_12855,26,0,2,0,0
variant_12856,142,246,132,143,189
variant_12857,3303,3399,2914,3885,3776
variant_12858,295,452,396,611,773
variant_12859,127,7,11,12,3
variant_12860,90,16,11,1,4
variant_12861,40,23,5,1,2
variant_12862,203,92,68,153,213
variant_12863,125,296,217,252,481
variant_12864,320,83,27,22,25
variant_12865,1274,1182,615,650,608
variant_12866,106,102,33,31,39
variant_12867,175,88,87,145,182
variant_12868,387,141,74,76,68
variant_12869,362,126,42,68,45
variant_12870,31,0,0,0,1
variant_12871,1339,1613,1410,2178,2599
variant_12872,938,1013,647,561,549
variant_12873,409,100,22,20,16
variant_12874,352,26,8,6,1
variant_12875,149,625,477,575,730
variant_12876,198,491,495,691,971
variant_12877,453,41,0,14,3
variant_12878,325,725,749,1055,1288
variant_12879,151,18,7,5,3
variant_12880,39,8,7,2,1
variant_12881,26,20,2,11,10
variant_12882,162,15,2,4,0
variant_12883,266,562,578,871,1224
variant_12884,755,1465,1442,1675,2469
variant_12885,289,22,16,19,22
variant_12886,592,1182,999,966,1170
variant_12887,195,205,145,208,264
variant_12888,7,0,0,0,0
variant_12889,47,35,11,16,7
variant_12890,529,1234,1343,1695,2613
variant_12891,30,1,0,0,0
variant_12892,186,121,51,61,47
variant_12893,310,240,283,402,359
variant_12894,1423,846,704,772,636
variant_12895,1295,1608,2000,3143,3597
variant_12896,98,106,57,55,35
variant_12897,230,135,43,42,39
variant_12898,782,1237,1147,2006,2535
variant_12899,206,368,173,125,117
variant_12900,19,1,0,0,0
variant_12901,965,981,608,883,886
variant_12902,8,0,0,1,0
variant_12903,144,23,1,0,0
variant_12904,79,3,3,2,1
variant_12905,279,123,51,37,31
variant_12906,15,1,0,0,0
variant_12907,25,1,0,0,0
variant_12908,288,148,252,306,450
variant_12909,9,0,0,0,0
variant_12910,286,30,5,8,0
variant_12911,3273,2010,470,264,152
variant_12912,16,0,1,0,0
variant_12913,43,51,24,14,17
variant_12914,64,3,0,3,6
variant_12915,82,32,36,45,38
variant_12916,552,860,717,880,1200
variant_12917,418,361,415,609,733
variant_12918,167,11,0,0,1
variant_12919,220,170,208,320,336
variant_12920,324,24,6,7,2
variant_12921,326,505,535,593,635
variant_12922,502,202,47,37,28
variant_12923,427,473,242,201,170
variant_12924,172,6,0,5,10
variant_12925,266,68,20,13,19
variant_12926,751,1389,1366,1813,2343
variant_12927,526,456,523,600,811
variant_12928,229,99,33,9,20
variant_12929,173,190,75,39,22
variant_12930,45,246,271,381,629
variant_12931,16,0,0,0,0
variant_12932,31,0,0,0,0
variant_12933,404,686,724,1018,1351
variant_12934,18,0,0,0,0
variant_12935,1486,1405,782,862,728
variant_12936,136,151,150,242,271
variant_12937,15,0,0,1,2
variant_12938,118,7,20,12,8
variant_12939,93,108,86,139,139
variant_12940,494,518,440,568,734
variant_12941,1368,572,219,175,106
variant_12942,112,101,25,10,8
variant_12943,583,743,760,1294,1755
variant_12944,34,9,10,3,1
variant_12945,167,242,161,110,172
variant_12946,28,0,0,0,1
variant_12947,768,148,21,16,15
variant_12948,43,1,0,0,1
variant_12949,825,969,712,688,790
variant_12950,265,136,118,136,169
variant_12951,55,0,0,0,4
variant_12952,88,105,148,160,222
variant_12953,218,47,7,10,2
variant_12954,58,0,0,0,1
variant_12955,379,805,847,1399,1764
variant_12956,20,1,2,3,2
variant_12957,1324,779,701,769,896
variant_12958,11,1,0,0,0
variant_12959,575,838,473,548,424
variant_12960,458,255,151,115,65
variant_12961,106,10,0,1,0
variant_12962,13,0,0,0,0
variant_12963,107,0,0,0,0
variant_12964,1275,980,433,437,330
variant_12965,242,404,406,504,665
variant_12966,1560,2064,1659,1695,2490
variant_12967,126,62,21,12,13
variant_12968,9,0,0,0,0
variant_12969,215,212,226,331,415
variant_12970,497,350,253,287,246
variant_12971,373,823,768,929,1258
variant_12972,229,135,89,76,57
variant_12973,165,241,208,365,545
variant_12974,691,1258,831,748,968
variant_12975,323,120,45,30,19
variant_12976,293,149,133,99,138
variant_12977,12,0,0,0,0
variant_12978,325,64,5,10,1
variant_12979,199,245,132,234,409
variant_12980,1413,1879,920,1141,897
variant_12981,718,424,106,59,33
variant_12982,706,630,361,419,237
variant_12983,89,69,44,52,71
variant_12984,1024,579,265,206,128
variant_12985,1136,223,38,23,17
variant_12986,83,59,35,69,103
variant_12987,544,922,777,1017,1485
variant_12988,683,1133,1095,1455,2410
variant_12989,6393,12005,12465,17975,22216
variant_12990,131,39,15,14,11
variant_12991,369,254,139,100,77
variant_12992,916,1680,1434,2050,2874
variant_12993,16,0,0,0,4
variant_12994,368,270,108,101,57
variant_12995,33,3,10,5,6
variant_12996,965,172,72,49,43
variant_12997,561,38,2,9,4
variant_12998,254,260,192,271,297
variant_12999,390,401,178,257,271
variant_13000,23,20,9,16,28
variant_13001,20,3,3,5,3
variant_13002,53,8,4,2,6
variant_13003,3221,5695,6072,9431,10530
variant_13004,91,220,199,215,339
variant_13005,473,228,119,101,99
variant_13006,45,0,0,0,0
variant_13007,79,37,53,87,87
variant_13008,267,140,33,6,5
variant_13009,906,168,5,4,0
variant_13010,55,262,154,309,244
variant_13011,615,142,33,35,30
variant_13012,14,0,2,1,1
variant_13013,722,54,3,1,5
variant_13014,347,278,163,164,180
variant_13015,50,5,5,2,7
variant_13016,199,80,33,38,35
variant_13017,912,1305,1173,2038,2785
variant_13018,646,1056,975,1793,1949
variant_13019,2230,3734,3441,4135,4827
variant_13020,650,345,185,143,79
variant_13021,379,705,706,907,1578
variant_13022,3,0,0,0,0
variant_13023,97,36,7,12,15
variant_13024,35,1,0,0,0
variant_13025,15,0,0,0,0
variant_13026,1902,1846,1726,2785,3307
variant_13027,9,0,0,0,0
variant_13028,555,406,135,123,84
variant_13029,39,0,2,0,0
variant_13030,90,39,29,27,59
variant_13031,13,0,0,0,0
variant_13032,303,208,104,80,56
variant_13033,227,125,15,41,41
variant_13034,48,104,93,120,188
variant_13035,282,291,292,309,298
variant_13036,20,5,2,4,3
variant_13037,106,3,0,2,0
variant_13038,761,1003,824,1238,1434
variant_13039,1233,2120,1692,1834,2171
variant_13040,67,71,66,91,111
variant_13041,41,1,1,1,5
variant_13042,31,0,0,1,0
variant_13043,161,118,107,150,220
variant_13044,37,40,63,53,90
variant_13045,149,28,6,7,2
variant_13046,173,212,221,352,395
variant_13047,1189,2107,1650,2272,2370
variant_13048,210,301,128,157,156
variant_13049,206,235,196,233,268
variant_13050,592,737,708,895,974
variant_13051,312,521,348,550,736
variant_13052,67,2,4,5,2
variant_13053,1185,1970,1332,1478,1331
variant_13054,695,1208,941,1409,1538
variant_13055,435,476,508,712,865
variant_13056,676,332,71,84,43
